"date (UTC)","O3 (ppb)","Flag"
2026-08-05 20:00:00,32.63,0
2026-08-05 20:01:00,32.48,0
2026-08-05 20:02:00,32.68,0
2026-08-05 20:03:00,32.74,0
2026-08-05 20:04:00,32.41,0
2026-08-05 20:05:00,32.44,0
2026-08-05 20:06:00,32.25,0
2026-08-05 20:07:00,32.42,0
2026-08-05 20:08:00,32.75,0
2026-08-05 20:09:00,32.43,0
2026-08-05 20:10:00,32.25,0
2026-08-05 20:11:00,32.82,0
2026-08-05 20:12:00,31.89,0
2026-08-05 20:13:00,32.02,0
2026-08-05 20:14:00,32.46,0
2026-08-05 20:15:00,31.93,0
2026-08-05 20:16:00,32.08,0
2026-08-05 20:17:00,31.82,0
2026-08-05 20:18:00,32.32,0
2026-08-05 20:19:00,31.99,0
2026-08-05 20:20:00,32.08,0
2026-08-05 20:21:00,31.9,0
2026-08-05 20:22:00,31.24,0
2026-08-05 20:23:00,30.73,0
2026-08-05 20:24:00,30.38,0
2026-08-05 20:25:00,30.62,0
2026-08-05 20:26:00,30.94,0
2026-08-05 20:27:00,30.87,0
2026-08-05 20:28:00,30.85,0
2026-08-05 20:29:00,30.26,0
2026-08-05 20:30:00,29.5,0
2026-08-05 20:31:00,29.62,0
2026-08-05 20:32:00,30.19,0
2026-08-05 20:33:00,30.45,0
2026-08-05 20:34:00,29.81,0
2026-08-05 20:35:00,29.35,0
2026-08-05 20:36:00,28.61,0
2026-08-05 20:37:00,29.79,0
2026-08-05 20:38:00,29.89,0
2026-08-05 20:39:00,30.15,0
2026-08-05 20:40:00,29.76,0
2026-08-05 20:41:00,30.03,0
2026-08-05 20:42:00,29.79,0
2026-08-05 20:43:00,29.31,0
2026-08-05 20:44:00,27.94,0
2026-08-05 20:45:00,28.33,0
2026-08-05 20:46:00,28.96,0
2026-08-05 20:47:00,28.06,0
2026-08-05 20:48:00,28.06,0
2026-08-05 20:49:00,28.92,0
2026-08-05 20:50:00,26.19,0
2026-08-05 20:51:00,26.69,0
2026-08-05 20:52:00,27.44,0
2026-08-05 20:53:00,27.19,0
2026-08-05 20:54:00,27.32,0
2026-08-05 20:55:00,28.42,0
2026-08-05 20:56:00,26.84,0
2026-08-05 20:57:00,27.24,0
2026-08-05 20:58:00,26.31,0
2026-08-05 20:59:00,25.53,0
