"date (UTC)","O3 (ppb)","Flag"
2026-08-11 07:00:00,17.94,0
2026-08-11 07:01:00,17.74,0
2026-08-11 07:02:00,17.54,0
2026-08-11 07:03:00,18.12,0
2026-08-11 07:04:00,18.66,0
2026-08-11 07:05:00,18.96,0
2026-08-11 07:06:00,18.99,0
2026-08-11 07:07:00,18.68,0
2026-08-11 07:08:00,18.71,0
2026-08-11 07:09:00,19.34,0
2026-08-11 07:10:00,19.44,0
2026-08-11 07:11:00,19.66,0
2026-08-11 07:12:00,19.71,0
2026-08-11 07:13:00,19.43,0
2026-08-11 07:14:00,19.37,0
2026-08-11 07:15:00,19.44,0
2026-08-11 07:16:00,19.56,0
2026-08-11 07:17:00,19.64,0
2026-08-11 07:18:00,19.93,0
2026-08-11 07:19:00,19.64,0
2026-08-11 07:20:00,19.35,0
2026-08-11 07:21:00,19.13,0
2026-08-11 07:22:00,19.08,0
2026-08-11 07:23:00,19.78,0
2026-08-11 07:24:00,20.19,0
2026-08-11 07:25:00,20.43,0
2026-08-11 07:26:00,20.13,0
2026-08-11 07:27:00,20.16,0
2026-08-11 07:28:00,20.16,0
2026-08-11 07:29:00,20.1,0
2026-08-11 07:30:00,20.74,0
2026-08-11 07:31:00,20.53,0
2026-08-11 07:32:00,20.56,0
2026-08-11 07:33:00,20.58,0
2026-08-11 07:34:00,19.97,0
2026-08-11 07:35:00,20.13,0
2026-08-11 07:36:00,21.41,0
2026-08-11 07:37:00,21.27,0
2026-08-11 07:38:00,21.68,0
2026-08-11 07:39:00,21.72,0
2026-08-11 07:40:00,22.51,0
2026-08-11 07:41:00,22.46,0
2026-08-11 07:42:00,22.41,0
2026-08-11 07:43:00,23.14,0
2026-08-11 07:44:00,22.82,0
2026-08-11 07:45:00,22.7,0
2026-08-11 07:46:00,22.75,0
2026-08-11 07:47:00,22.61,0
2026-08-11 07:48:00,22.81,0
2026-08-11 07:49:00,22.99,0
2026-08-11 07:50:00,22.84,0
2026-08-11 07:51:00,22.99,0
2026-08-11 07:52:00,22.47,0
2026-08-11 07:53:00,22.34,0
2026-08-11 07:54:00,22.51,0
2026-08-11 07:55:00,23.02,0
2026-08-11 07:56:00,23.11,0
2026-08-11 07:57:00,22.62,0
2026-08-11 07:58:00,23.43,0
2026-08-11 07:59:00,23.85,0
