"date (UTC)","O3 (ppb)","Flag"
2026-08-21 09:00:00,26.25,0
2026-08-21 09:01:00,25.79,0
2026-08-21 09:02:00,24.21,0
2026-08-21 09:03:00,23.89,0
2026-08-21 09:04:00,24.48,0
2026-08-21 09:05:00,24.58,0
2026-08-21 09:06:00,24.11,0
2026-08-21 09:07:00,24.23,0
2026-08-21 09:08:00,23.13,0
2026-08-21 09:09:00,23.49,0
2026-08-21 09:10:00,24.11,0
2026-08-21 09:11:00,24.81,0
2026-08-21 09:12:00,26.26,0
2026-08-21 09:13:00,27.6,0
2026-08-21 09:14:00,27.8,0
2026-08-21 09:15:00,27.08,0
2026-08-21 09:16:00,26.63,0
2026-08-21 09:17:00,26.49,0
2026-08-21 09:18:00,25.09,0
2026-08-21 09:19:00,25.61,0
2026-08-21 09:20:00,26,0
2026-08-21 09:21:00,26.95,0
2026-08-21 09:22:00,26.02,0
2026-08-21 09:23:00,24.85,0
2026-08-21 09:24:00,26.58,0
2026-08-21 09:25:00,26.33,0
2026-08-21 09:26:00,25.54,0
2026-08-21 09:27:00,24.88,0
2026-08-21 09:28:00,25.21,0
2026-08-21 09:29:00,24.89,0
2026-08-21 09:30:00,24.97,0
2026-08-21 09:31:00,25.11,0
2026-08-21 09:32:00,25.02,0
2026-08-21 09:33:00,24.8,0
2026-08-21 09:34:00,25.27,0
2026-08-21 09:35:00,25.24,0
2026-08-21 09:36:00,24.84,0
2026-08-21 09:37:00,24.84,0
2026-08-21 09:38:00,24.57,0
2026-08-21 09:39:00,24.51,0
2026-08-21 09:40:00,24.42,0
2026-08-21 09:41:00,23.69,0
2026-08-21 09:42:00,24.82,0
2026-08-21 09:43:00,25.36,0
2026-08-21 09:44:00,25.55,0
2026-08-21 09:45:00,25.14,0
2026-08-21 09:46:00,24.37,0
2026-08-21 09:47:00,23.04,0
2026-08-21 09:48:00,22.87,0
2026-08-21 09:49:00,22.99,0
2026-08-21 09:50:00,22.88,0
2026-08-21 09:51:00,23.45,0
2026-08-21 09:52:00,24.43,0
2026-08-21 09:53:00,23.19,0
2026-08-21 09:54:00,21.83,0
2026-08-21 09:55:00,23.94,0
2026-08-21 09:56:00,23.55,0
