"date (UTC)","O3 (ppb)","Flag"
2026-08-07 22:00:00,3.422,0
2026-08-07 22:01:00,12.65,0
2026-08-07 22:02:00,13.37,0
2026-08-07 22:03:00,11.03,0
2026-08-07 22:04:00,10.33,0
2026-08-07 22:05:00,12.54,0
2026-08-07 22:06:00,17.2,0
2026-08-07 22:07:00,17.5,0
2026-08-07 22:08:00,17.03,0
2026-08-07 22:09:00,17.77,0
2026-08-07 22:10:00,20.12,0
2026-08-07 22:11:00,22.71,0
2026-08-07 22:12:00,22.94,0
2026-08-07 22:13:00,21.67,0
2026-08-07 22:14:00,21.16,0
2026-08-07 22:15:00,22.4,0
2026-08-07 22:16:00,22.67,0
2026-08-07 22:17:00,22.71,0
2026-08-07 22:18:00,22.47,0
2026-08-07 22:19:00,23.69,0
2026-08-07 22:20:00,23.04,0
2026-08-07 22:21:00,23.18,0
2026-08-07 22:22:00,23.23,0
2026-08-07 22:23:00,22.7,0
2026-08-07 22:24:00,22.85,0
2026-08-07 22:25:00,22.59,0
2026-08-07 22:26:00,22.45,0
2026-08-07 22:27:00,20.99,0
2026-08-07 22:28:00,20.42,0
2026-08-07 22:29:00,21.68,0
2026-08-07 22:30:00,21.78,0
2026-08-07 22:31:00,21.81,0
2026-08-07 22:32:00,21.46,0
2026-08-07 22:33:00,21.14,0
2026-08-07 22:34:00,21.82,0
2026-08-07 22:35:00,21.91,0
2026-08-07 22:36:00,21.46,0
2026-08-07 22:37:00,21.47,0
2026-08-07 22:38:00,21.16,0
2026-08-07 22:39:00,21.29,0
2026-08-07 22:40:00,21.44,0
2026-08-07 22:41:00,20.83,0
2026-08-07 22:42:00,20.27,0
2026-08-07 22:43:00,21.07,0
2026-08-07 22:44:00,20.42,0
2026-08-07 22:45:00,21.09,0
2026-08-07 22:46:00,21.26,0
2026-08-07 22:47:00,20.63,0
2026-08-07 22:48:00,20.65,0
2026-08-07 22:49:00,20.42,0
2026-08-07 22:50:00,20.25,0
2026-08-07 22:51:00,18.92,0
2026-08-07 22:52:00,16.41,0
2026-08-07 22:53:00,10.48,0
2026-08-07 22:54:00,6.636,0
2026-08-07 22:55:00,6.899,0
2026-08-07 22:56:00,7.576,0
2026-08-07 22:57:00,8.047,0
2026-08-07 22:58:00,8.114,0
2026-08-07 22:59:00,9.084,0
