"date (UTC)","O3 (ppb)","Flag"
2026-08-11 16:00:00,52.47,0
2026-08-11 16:01:00,52.65,0
2026-08-11 16:02:00,52.54,0
2026-08-11 16:03:00,51.54,0
2026-08-11 16:04:00,51.61,0
2026-08-11 16:05:00,51.86,0
2026-08-11 16:06:00,51.5,0
2026-08-11 16:07:00,51.57,0
2026-08-11 16:08:00,51.99,0
2026-08-11 16:09:00,52.21,0
2026-08-11 16:10:00,52.53,0
2026-08-11 16:11:00,52.79,0
2026-08-11 16:12:00,52.9,0
2026-08-11 16:13:00,52.94,0
2026-08-11 16:14:00,52.96,0
2026-08-11 16:15:00,52.45,0
2026-08-11 16:16:00,51.95,0
2026-08-11 16:17:00,52.15,0
2026-08-11 16:18:00,51.76,0
2026-08-11 16:19:00,51.88,0
2026-08-11 16:20:00,52.66,0
2026-08-11 16:21:00,52.41,0
2026-08-11 16:22:00,51.13,0
2026-08-11 16:23:00,52.41,0
2026-08-11 16:24:00,52.31,0
2026-08-11 16:25:00,52.4,0
2026-08-11 16:26:00,52.52,0
2026-08-11 16:27:00,52.19,0
2026-08-11 16:28:00,52.47,0
2026-08-11 16:29:00,52.9,0
2026-08-11 16:30:00,53.19,0
2026-08-11 16:31:00,52.12,0
2026-08-11 16:32:00,52.17,0
2026-08-11 16:33:00,51.76,0
2026-08-11 16:34:00,51.95,0
2026-08-11 16:35:00,52.34,0
2026-08-11 16:36:00,52.3,0
2026-08-11 16:37:00,52.33,0
2026-08-11 16:38:00,52.62,0
2026-08-11 16:39:00,51.88,0
2026-08-11 16:40:00,52.53,0
2026-08-11 16:41:00,52.21,0
2026-08-11 16:42:00,51.88,0
2026-08-11 16:43:00,52.46,0
2026-08-11 16:44:00,52.86,0
2026-08-11 16:45:00,51.93,0
2026-08-11 16:46:00,51.16,0
2026-08-11 16:47:00,52.13,0
2026-08-11 16:48:00,52.85,0
2026-08-11 16:49:00,53.19,0
2026-08-11 16:50:00,53.09,0
2026-08-11 16:51:00,52.15,0
2026-08-11 16:52:00,52.64,0
2026-08-11 16:53:00,52.74,0
2026-08-11 16:54:00,53.12,0
2026-08-11 16:55:00,52.8,0
2026-08-11 16:56:00,52.6,0
2026-08-11 16:57:00,52.77,0
2026-08-11 16:58:00,52.97,0
2026-08-11 16:59:00,53.22,0
