"date (UTC)","O3 (ppb)","Flag"
2026-08-17 23:00:00,25.3,0
2026-08-17 23:01:00,25.19,0
2026-08-17 23:02:00,24.49,0
2026-08-17 23:03:00,25,0
2026-08-17 23:04:00,23.67,0
2026-08-17 23:05:00,24.4,0
2026-08-17 23:06:00,24.94,0
2026-08-17 23:07:00,24.53,0
2026-08-17 23:08:00,23.52,0
2026-08-17 23:09:00,22.64,0
2026-08-17 23:10:00,24.68,0
2026-08-17 23:11:00,25.45,0
2026-08-17 23:12:00,25.17,0
2026-08-17 23:13:00,25.11,0
2026-08-17 23:14:00,24.87,0
2026-08-17 23:15:00,25.27,0
2026-08-17 23:16:00,24.92,0
2026-08-17 23:17:00,24.53,0
2026-08-17 23:18:00,24.23,0
2026-08-17 23:19:00,24.84,0
2026-08-17 23:20:00,24.18,0
2026-08-17 23:21:00,22.9,0
2026-08-17 23:22:00,22.93,0
2026-08-17 23:23:00,21.66,0
2026-08-17 23:24:00,21.5,0
2026-08-17 23:25:00,21.95,0
2026-08-17 23:26:00,20.76,0
2026-08-17 23:27:00,20.61,0
2026-08-17 23:28:00,21.08,0
2026-08-17 23:29:00,19.65,0
2026-08-17 23:30:00,18.99,0
2026-08-17 23:31:00,18.66,0
2026-08-17 23:32:00,16.54,0
2026-08-17 23:33:00,17.79,0
2026-08-17 23:34:00,18.67,0
2026-08-17 23:35:00,16.99,0
2026-08-17 23:36:00,16.71,0
2026-08-17 23:37:00,16.97,0
2026-08-17 23:38:00,17.88,0
2026-08-17 23:39:00,17.97,0
2026-08-17 23:40:00,17.6,0
2026-08-17 23:41:00,18.8,0
2026-08-17 23:42:00,17.93,0
2026-08-17 23:43:00,16.71,0
2026-08-17 23:44:00,17.38,0
2026-08-17 23:45:00,16.61,0
2026-08-17 23:46:00,18.55,0
2026-08-17 23:47:00,16.61,0
2026-08-17 23:48:00,17.45,0
2026-08-17 23:49:00,18.39,0
2026-08-17 23:50:00,14.92,0
2026-08-17 23:51:00,17.07,0
2026-08-17 23:52:00,16.3,0
2026-08-17 23:53:00,15.99,0
2026-08-17 23:54:00,16.98,0
2026-08-17 23:55:00,16.49,0
2026-08-17 23:56:00,14.08,0
2026-08-17 23:57:00,16.54,0
2026-08-17 23:58:00,18.4,0
2026-08-17 23:59:00,17.22,0
