"date (UTC)","O3 (ppb)","Flag"
2026-08-27 21:00:00,5.497,0
2026-08-27 21:01:00,5.359,0
2026-08-27 21:02:00,3.361,0
2026-08-27 21:03:00,3.088,0
2026-08-27 21:04:00,5.839,0
2026-08-27 21:05:00,6.252,0
2026-08-27 21:06:00,5.849,0
2026-08-27 21:07:00,4.209,0
2026-08-27 21:08:00,7.206,0
2026-08-27 21:09:00,6.622,0
2026-08-27 21:10:00,7.03,0
2026-08-27 21:11:00,10.8,0
2026-08-27 21:12:00,8.955,0
2026-08-27 21:13:00,7.191,0
2026-08-27 21:14:00,6.482,0
2026-08-27 21:15:00,5.806,0
2026-08-27 21:16:00,7.034,0
2026-08-27 21:17:00,8.122,0
2026-08-27 21:18:00,6.594,0
2026-08-27 21:19:00,6.702,0
2026-08-27 21:20:00,5.291,0
2026-08-27 21:21:00,4.292,0
2026-08-27 21:22:00,4.263,0
2026-08-27 21:23:00,3.301,0
2026-08-27 21:24:00,3.751,0
2026-08-27 21:25:00,4.95,0
2026-08-27 21:26:00,6.38,0
2026-08-27 21:27:00,7.289,0
2026-08-27 21:28:00,6.706,0
2026-08-27 21:29:00,6.579,0
2026-08-27 21:30:00,7.563,0
2026-08-27 21:31:00,8.394,0
2026-08-27 21:32:00,8.929,0
2026-08-27 21:33:00,10.37,0
2026-08-27 21:34:00,11.55,0
2026-08-27 21:35:00,12.45,0
2026-08-27 21:36:00,12.78,0
2026-08-27 21:37:00,12.76,0
2026-08-27 21:38:00,13.6,0
2026-08-27 21:39:00,13.77,0
2026-08-27 21:40:00,13.56,0
2026-08-27 21:41:00,13.94,0
2026-08-27 21:42:00,13.29,0
2026-08-27 21:43:00,11.62,0
2026-08-27 21:44:00,10.61,0
2026-08-27 21:45:00,11.48,0
2026-08-27 21:46:00,9.215,0
2026-08-27 21:47:00,9.74,0
2026-08-27 21:48:00,10.51,0
2026-08-27 21:49:00,13.25,0
2026-08-27 21:50:00,13.81,0
2026-08-27 21:51:00,15.76,0
2026-08-27 21:52:00,16.39,0
2026-08-27 21:53:00,15.29,0
2026-08-27 21:54:00,17.18,0
2026-08-27 21:55:00,13.89,0
2026-08-27 21:56:00,11.27,0
2026-08-27 21:57:00,15.77,0
2026-08-27 21:58:00,15.84,0
2026-08-27 21:59:00,13.56,0
