"date (UTC)","O3 (ppb)","Flag"
2026-08-12 06:00:00,23.46,0
2026-08-12 06:01:00,23.39,0
2026-08-12 06:02:00,23.56,0
2026-08-12 06:03:00,24.05,0
2026-08-12 06:04:00,23.71,0
2026-08-12 06:05:00,23.33,0
2026-08-12 06:06:00,23.15,0
2026-08-12 06:07:00,23.45,0
2026-08-12 06:08:00,24.57,0
2026-08-12 06:09:00,24.29,0
2026-08-12 06:10:00,22.63,0
2026-08-12 06:11:00,20.51,0
2026-08-12 06:12:00,22.63,0
2026-08-12 06:13:00,22.5,0
2026-08-12 06:14:00,22.96,0
2026-08-12 06:15:00,23.76,0
2026-08-12 06:16:00,22.68,0
2026-08-12 06:17:00,22.55,0
2026-08-12 06:18:00,23.72,0
2026-08-12 06:19:00,23.97,0
2026-08-12 06:20:00,23.85,0
2026-08-12 06:21:00,23.22,0
2026-08-12 06:22:00,22.48,0
2026-08-12 06:23:00,22.79,0
2026-08-12 06:24:00,22.56,0
2026-08-12 06:25:00,23.28,0
2026-08-12 06:26:00,22.49,0
2026-08-12 06:27:00,22.02,0
2026-08-12 06:28:00,23.46,0
2026-08-12 06:29:00,22.55,0
2026-08-12 06:30:00,23.66,0
2026-08-12 06:31:00,23.86,0
2026-08-12 06:32:00,23.77,0
2026-08-12 06:33:00,22.73,0
2026-08-12 06:34:00,22.83,0
2026-08-12 06:35:00,22.92,0
2026-08-12 06:36:00,23.56,0
2026-08-12 06:37:00,24.2,0
2026-08-12 06:38:00,24.11,0
2026-08-12 06:39:00,23.4,0
2026-08-12 06:40:00,23.09,0
2026-08-12 06:41:00,23.67,0
2026-08-12 06:42:00,23.38,0
2026-08-12 06:43:00,23.51,0
2026-08-12 06:44:00,23.87,0
2026-08-12 06:45:00,23.29,0
2026-08-12 06:46:00,23.58,0
2026-08-12 06:47:00,23.8,0
2026-08-12 06:48:00,23.48,0
2026-08-12 06:49:00,23.36,0
2026-08-12 06:50:00,23.65,0
2026-08-12 06:51:00,23.76,0
2026-08-12 06:52:00,23.87,0
2026-08-12 06:53:00,23.89,0
2026-08-12 06:54:00,24.4,0
2026-08-12 06:55:00,24.47,0
2026-08-12 06:56:00,24.32,0
2026-08-12 06:57:00,24.27,0
2026-08-12 06:58:00,24.29,0
2026-08-12 06:59:00,23.95,0
