"date (UTC)","O3 (ppb)","Flag"
2026-08-05,23.51,0
2026-08-05 00:01:00,22.96,0
2026-08-05 00:02:00,22.97,0
2026-08-05 00:03:00,22.83,0
2026-08-05 00:04:00,23.77,0
2026-08-05 00:05:00,23.95,0
2026-08-05 00:06:00,23.42,0
2026-08-05 00:07:00,23.63,0
2026-08-05 00:08:00,23.03,0
2026-08-05 00:09:00,22.93,0
2026-08-05 00:10:00,23.62,0
2026-08-05 00:11:00,23.73,0
2026-08-05 00:12:00,23.29,0
2026-08-05 00:13:00,23.2,0
2026-08-05 00:14:00,23.81,0
2026-08-05 00:15:00,23.41,0
2026-08-05 00:16:00,23.41,0
2026-08-05 00:17:00,23.76,0
2026-08-05 00:18:00,23.15,0
2026-08-05 00:19:00,23.25,0
2026-08-05 00:20:00,22.8,0
2026-08-05 00:21:00,23.26,0
2026-08-05 00:22:00,23.14,0
2026-08-05 00:23:00,23.6,0
2026-08-05 00:24:00,23.42,0
2026-08-05 00:25:00,23.2,0
2026-08-05 00:26:00,23.02,0
2026-08-05 00:27:00,22.63,0
2026-08-05 00:28:00,23.16,0
2026-08-05 00:29:00,22.24,0
2026-08-05 00:30:00,22.44,0
2026-08-05 00:31:00,22.83,0
2026-08-05 00:32:00,22.56,0
2026-08-05 00:33:00,22.84,0
2026-08-05 00:34:00,22.57,0
2026-08-05 00:35:00,21.91,0
2026-08-05 00:36:00,22.77,0
2026-08-05 00:37:00,22.2,0
2026-08-05 00:38:00,22.85,0
2026-08-05 00:39:00,23.21,1
2026-08-05 00:40:00,23.12,1
2026-08-05 00:41:00,23.21,1
2026-08-05 00:42:00,22.91,1
2026-08-05 00:43:00,22.8,1
2026-08-05 00:44:00,0,1
2026-08-05 00:45:00,11.78,1
2026-08-05 00:46:00,10.94,1
2026-08-05 00:47:00,10.69,1
2026-08-05 00:48:00,10.57,1
2026-08-05 00:49:00,10.51,1
2026-08-05 00:50:00,10.19,1
2026-08-05 00:51:00,10.4,1
2026-08-05 00:52:00,10.3,1
2026-08-05 00:53:00,10.55,1
2026-08-05 00:54:00,0,1
2026-08-05 00:55:00,10.24,1
2026-08-05 00:56:00,10.68,1
2026-08-05 00:57:00,10.56,1
2026-08-05 00:58:00,10.01,1
2026-08-05 00:59:00,10.34,1
