"date (UTC)","SO2 (ppb)","Flag"
2026-08-01 12:00:00,0.452,0
2026-08-01 12:01:00,0.487,0
2026-08-01 12:02:00,0.505,0
2026-08-01 12:03:00,0.462,0
2026-08-01 12:04:00,0.433,0
2026-08-01 12:05:00,0.433,0
2026-08-01 12:06:00,0.422,0
2026-08-01 12:07:00,0.419,0
2026-08-01 12:08:00,0.436,0
2026-08-01 12:09:00,0.484,1
2026-08-01 12:10:00,0.465,0
2026-08-01 12:11:00,0.422,0
2026-08-01 12:12:00,0.424,0
2026-08-01 12:13:00,0.45,0
2026-08-01 12:14:00,0.43,0
2026-08-01 12:15:00,0.407,0
2026-08-01 12:16:00,0.409,0
2026-08-01 12:17:00,0.37,0
2026-08-01 12:18:00,0.316,0
2026-08-01 12:19:00,0.307,0
2026-08-01 12:20:00,0.347,0
2026-08-01 12:21:00,0.381,0
2026-08-01 12:22:00,0.401,1
2026-08-01 12:23:00,0.382,1
2026-08-01 12:24:00,0.365,0
2026-08-01 12:25:00,0.352,0
2026-08-01 12:26:00,0.385,0
2026-08-01 12:27:00,0.458,0
2026-08-01 12:28:00,0.491,0
2026-08-01 12:29:00,0.523,1
2026-08-01 12:30:00,0.576,0
2026-08-01 12:31:00,0.599,1
2026-08-01 12:32:00,0.599,0
2026-08-01 12:33:00,0.644,0
2026-08-01 12:34:00,0.684,0
2026-08-01 12:35:00,0.67,1
2026-08-01 12:36:00,0.644,0
2026-08-01 12:37:00,0.622,0
2026-08-01 12:38:00,0.603,0
2026-08-01 12:39:00,0.623,0
2026-08-01 12:40:00,0.649,0
2026-08-01 12:41:00,0.649,0
2026-08-01 12:42:00,0.664,0
2026-08-01 12:43:00,0.621,0
2026-08-01 12:44:00,0.571,0
2026-08-01 12:45:00,0.529,0
2026-08-01 12:46:00,0.557,0
2026-08-01 12:47:00,0.55,0
2026-08-01 12:48:00,0.531,0
2026-08-01 12:49:00,0.491,0
2026-08-01 12:50:00,0.478,0
2026-08-01 12:51:00,0.479,0
2026-08-01 12:52:00,0.467,0
2026-08-01 12:53:00,0.47,0
2026-08-01 12:54:00,0.447,0
2026-08-01 12:55:00,0.467,0
2026-08-01 12:56:00,0.471,0
2026-08-01 12:57:00,0.459,0
2026-08-01 12:58:00,0.446,0
2026-08-01 12:59:00,0.468,0
