"date (UTC)","SO2 (ppb)","Flag"
2026-08-16 21:00:00,0.8,0
2026-08-16 21:01:00,0.733,0
2026-08-16 21:02:00,0.689,0
2026-08-16 21:03:00,0.718,0
2026-08-16 21:04:00,0.725,0
2026-08-16 21:05:00,0.718,0
2026-08-16 21:06:00,0.718,1
2026-08-16 21:07:00,0.724,0
2026-08-16 21:08:00,0.706,0
2026-08-16 21:09:00,0.763,0
2026-08-16 21:10:00,0.768,0
2026-08-16 21:11:00,0.7,0
2026-08-16 21:12:00,0.644,0
2026-08-16 21:13:00,0.649,1
2026-08-16 21:14:00,0.616,0
2026-08-16 21:15:00,0.568,0
2026-08-16 21:16:00,0.556,0
2026-08-16 21:17:00,0.565,0
2026-08-16 21:18:00,0.617,0
2026-08-16 21:19:00,0.594,0
2026-08-16 21:20:00,0.582,0
2026-08-16 21:21:00,0.559,0
2026-08-16 21:22:00,0.562,0
2026-08-16 21:23:00,0.576,0
2026-08-16 21:24:00,0.601,0
2026-08-16 21:25:00,0.562,1
2026-08-16 21:26:00,0.567,0
2026-08-16 21:27:00,0.634,0
2026-08-16 21:28:00,0.699,0
2026-08-16 21:29:00,0.721,0
2026-08-16 21:30:00,0.722,0
2026-08-16 21:31:00,0.729,1
2026-08-16 21:32:00,0.729,0
2026-08-16 21:33:00,0.739,0
2026-08-16 21:34:00,0.775,0
2026-08-16 21:35:00,0.812,0
2026-08-16 21:36:00,0.839,0
2026-08-16 21:37:00,0.877,0
2026-08-16 21:38:00,0.886,0
2026-08-16 21:39:00,0.899,0
2026-08-16 21:40:00,0.915,0
2026-08-16 21:41:00,0.919,1
2026-08-16 21:42:00,0.904,0
2026-08-16 21:43:00,0.867,0
2026-08-16 21:44:00,0.802,0
2026-08-16 21:45:00,0.796,0
2026-08-16 21:46:00,0.802,0
2026-08-16 21:47:00,0.876,0
2026-08-16 21:48:00,0.884,1
2026-08-16 21:49:00,0.875,0
2026-08-16 21:50:00,0.831,0
2026-08-16 21:51:00,0.787,0
2026-08-16 21:52:00,0.757,0
2026-08-16 21:53:00,0.738,0
2026-08-16 21:54:00,0.708,0
2026-08-16 21:55:00,0.701,1
2026-08-16 21:56:00,0.691,0
2026-08-16 21:57:00,0.693,0
2026-08-16 21:58:00,0.696,0
2026-08-16 21:59:00,0.673,0
