"date (UTC)","SO2 (ppb)","Flag"
2026-08-14 01:00:00,0.744,0
2026-08-14 01:01:00,0.748,0
2026-08-14 01:02:00,0.764,0
2026-08-14 01:03:00,0.706,0
2026-08-14 01:04:00,0.654,0
2026-08-14 01:05:00,0.606,0
2026-08-14 01:06:00,0.625,1
2026-08-14 01:07:00,0.619,0
2026-08-14 01:08:00,0.591,0
2026-08-14 01:09:00,0.612,0
2026-08-14 01:10:00,0.629,0
2026-08-14 01:11:00,0.616,0
2026-08-14 01:12:00,0.632,0
2026-08-14 01:13:00,0.594,0
2026-08-14 01:14:00,0.574,0
2026-08-14 01:15:00,0.555,0
2026-08-14 01:16:00,0.521,1
2026-08-14 01:17:00,0.487,0
2026-08-14 01:18:00,0.464,1
2026-08-14 01:19:00,0.491,0
2026-08-14 01:20:00,0.501,1
2026-08-14 01:21:00,0.506,0
2026-08-14 01:22:00,0.462,0
2026-08-14 01:23:00,0.431,0
2026-08-14 01:24:00,0.421,0
2026-08-14 01:25:00,0.375,0
2026-08-14 01:26:00,0.342,0
2026-08-14 01:27:00,0.347,1
2026-08-14 01:28:00,0.316,0
2026-08-14 01:29:00,0.334,0
2026-08-14 01:30:00,0.32,0
2026-08-14 01:31:00,0.292,0
2026-08-14 01:32:00,0.253,0
2026-08-14 01:33:00,0.229,0
2026-08-14 01:34:00,0.186,0
2026-08-14 01:35:00,0.144,0
2026-08-14 01:36:00,0.109,0
2026-08-14 01:37:00,0.12,0
2026-08-14 01:38:00,0.146,0
2026-08-14 01:39:00,0.187,0
2026-08-14 01:40:00,0.186,0
2026-08-14 01:41:00,0.201,0
2026-08-14 01:42:00,0.242,0
2026-08-14 01:43:00,0.309,0
2026-08-14 01:44:00,0.329,0
2026-08-14 01:45:00,0.279,0
2026-08-14 01:46:00,0.231,0
2026-08-14 01:47:00,0.237,0
2026-08-14 01:48:00,0.264,0
2026-08-14 01:49:00,0.314,1
2026-08-14 01:50:00,0.318,0
2026-08-14 01:51:00,0.299,0
2026-08-14 01:52:00,0.277,0
2026-08-14 01:53:00,0.246,0
2026-08-14 01:54:00,0.247,0
2026-08-14 01:55:00,0.245,0
2026-08-14 01:56:00,0.301,0
2026-08-14 01:57:00,0.35,0
2026-08-14 01:58:00,0.286,1
2026-08-14 01:59:00,0.22,0
