"date (UTC)","SO2 (ppb)","Flag"
2026-08-18 19:00:00,0.399,0
2026-08-18 19:01:00,0.379,0
2026-08-18 19:02:00,0.383,0
2026-08-18 19:03:00,0.367,0
2026-08-18 19:04:00,0.377,0
2026-08-18 19:05:00,0.385,0
2026-08-18 19:06:00,0.376,0
2026-08-18 19:07:00,0.409,0
2026-08-18 19:08:00,0.438,0
2026-08-18 19:09:00,0.495,0
2026-08-18 19:10:00,0.539,1
2026-08-18 19:11:00,0.55,0
2026-08-18 19:12:00,0.543,0
2026-08-18 19:13:00,0.536,0
2026-08-18 19:14:00,0.522,0
2026-08-18 19:15:00,0.519,0
2026-08-18 19:16:00,0.571,0
2026-08-18 19:17:00,0.615,0
2026-08-18 19:18:00,0.654,0
2026-08-18 19:19:00,0.681,0
2026-08-18 19:20:00,0.714,0
2026-08-18 19:21:00,0.741,0
2026-08-18 19:22:00,0.754,0
2026-08-18 19:23:00,0.724,0
2026-08-18 19:24:00,0.682,0
2026-08-18 19:25:00,0.632,0
2026-08-18 19:26:00,0.678,0
2026-08-18 19:27:00,0.68,0
2026-08-18 19:28:00,0.7,0
2026-08-18 19:29:00,0.71,0
2026-08-18 19:30:00,0.697,0
2026-08-18 19:31:00,0.69,0
2026-08-18 19:32:00,0.674,0
2026-08-18 19:33:00,0.641,0
2026-08-18 19:34:00,0.607,0
2026-08-18 19:35:00,0.579,0
2026-08-18 19:36:00,0.554,0
2026-08-18 19:37:00,0.519,0
2026-08-18 19:38:00,0.483,0
2026-08-18 19:39:00,0.483,0
2026-08-18 19:40:00,0.498,0
2026-08-18 19:41:00,0.549,0
2026-08-18 19:42:00,0.509,1
2026-08-18 19:43:00,0.501,0
2026-08-18 19:44:00,0.449,0
2026-08-18 19:45:00,0.435,0
2026-08-18 19:46:00,0.452,0
2026-08-18 19:47:00,0.459,0
2026-08-18 19:48:00,0.495,0
2026-08-18 19:49:00,0.562,0
2026-08-18 19:50:00,0.544,0
2026-08-18 19:51:00,0.55,1
2026-08-18 19:52:00,0.551,1
2026-08-18 19:53:00,0.564,0
2026-08-18 19:54:00,0.607,1
2026-08-18 19:55:00,0.619,0
2026-08-18 19:56:00,0.624,0
2026-08-18 19:57:00,0.601,0
2026-08-18 19:58:00,0.614,0
2026-08-18 19:59:00,0.64,0
