"date (UTC)","SO2 (ppb)","Flag"
2026-08-16 20:00:00,0.726,0
2026-08-16 20:01:00,0.725,0
2026-08-16 20:02:00,0.723,0
2026-08-16 20:03:00,0.724,0
2026-08-16 20:04:00,0.729,0
2026-08-16 20:05:00,0.791,0
2026-08-16 20:06:00,0.802,0
2026-08-16 20:07:00,0.794,0
2026-08-16 20:08:00,0.832,0
2026-08-16 20:09:00,0.825,0
2026-08-16 20:10:00,0.774,0
2026-08-16 20:11:00,0.749,0
2026-08-16 20:12:00,0.733,1
2026-08-16 20:13:00,0.738,1
2026-08-16 20:14:00,0.68,0
2026-08-16 20:15:00,0.645,1
2026-08-16 20:16:00,0.623,0
2026-08-16 20:17:00,0.627,0
2026-08-16 20:18:00,0.621,0
2026-08-16 20:19:00,0.589,0
2026-08-16 20:20:00,0.581,0
2026-08-16 20:21:00,0.549,0
2026-08-16 20:22:00,0.523,0
2026-08-16 20:23:00,0.522,0
2026-08-16 20:24:00,0.498,0
2026-08-16 20:25:00,0.484,0
2026-08-16 20:26:00,0.488,0
2026-08-16 20:27:00,0.476,0
2026-08-16 20:28:00,0.473,1
2026-08-16 20:29:00,0.447,0
2026-08-16 20:30:00,0.477,0
2026-08-16 20:31:00,0.459,0
2026-08-16 20:32:00,0.384,0
2026-08-16 20:33:00,0.317,0
2026-08-16 20:34:00,0.322,0
2026-08-16 20:35:00,0.32,0
2026-08-16 20:36:00,0.272,0
2026-08-16 20:37:00,0.266,0
2026-08-16 20:38:00,0.266,0
2026-08-16 20:39:00,0.277,0
2026-08-16 20:40:00,0.247,0
2026-08-16 20:41:00,0.251,1
2026-08-16 20:42:00,0.283,0
2026-08-16 20:43:00,0.299,0
2026-08-16 20:44:00,0.333,0
2026-08-16 20:45:00,0.424,0
2026-08-16 20:46:00,0.449,1
2026-08-16 20:47:00,0.488,0
2026-08-16 20:48:00,0.568,0
2026-08-16 20:49:00,0.644,0
2026-08-16 20:50:00,0.651,0
2026-08-16 20:51:00,0.661,0
2026-08-16 20:52:00,0.682,0
2026-08-16 20:53:00,0.669,0
2026-08-16 20:54:00,0.672,0
2026-08-16 20:55:00,0.709,0
2026-08-16 20:56:00,0.755,0
2026-08-16 20:57:00,0.758,0
2026-08-16 20:58:00,0.776,0
2026-08-16 20:59:00,0.81,0
