"date (UTC)","SO2 (ppb)","Flag"
2026-08-17 05:00:00,0.855,0
2026-08-17 05:01:00,0.874,0
2026-08-17 05:02:00,0.912,0
2026-08-17 05:03:00,0.914,0
2026-08-17 05:04:00,0.934,0
2026-08-17 05:05:00,0.946,0
2026-08-17 05:06:00,0.961,0
2026-08-17 05:07:00,0.929,0
2026-08-17 05:08:00,0.908,0
2026-08-17 05:09:00,0.896,1
2026-08-17 05:10:00,0.914,0
2026-08-17 05:11:00,0.906,0
2026-08-17 05:12:00,0.919,0
2026-08-17 05:13:00,0.896,0
2026-08-17 05:14:00,0.877,0
2026-08-17 05:15:00,0.846,0
2026-08-17 05:16:00,0.843,0
2026-08-17 05:17:00,0.841,0
2026-08-17 05:18:00,0.84,0
2026-08-17 05:19:00,0.878,0
2026-08-17 05:20:00,0.897,0
2026-08-17 05:21:00,0.941,0
2026-08-17 05:22:00,0.983,0
2026-08-17 05:23:00,1.005,0
2026-08-17 05:24:00,1.029,0
2026-08-17 05:25:00,1.073,0
2026-08-17 05:26:00,1.057,0
2026-08-17 05:27:00,1.032,0
2026-08-17 05:28:00,1.024,0
2026-08-17 05:29:00,0.969,0
2026-08-17 05:30:00,0.901,1
2026-08-17 05:31:00,0.883,0
2026-08-17 05:32:00,0.87,1
2026-08-17 05:33:00,0.901,0
2026-08-17 05:34:00,0.901,0
2026-08-17 05:35:00,0.873,0
2026-08-17 05:36:00,0.851,0
2026-08-17 05:37:00,0.834,0
2026-08-17 05:38:00,0.845,0
2026-08-17 05:39:00,0.868,1
2026-08-17 05:40:00,0.893,0
2026-08-17 05:41:00,0.918,0
2026-08-17 05:42:00,0.933,0
2026-08-17 05:43:00,0.919,0
2026-08-17 05:44:00,0.897,0
2026-08-17 05:45:00,0.965,0
2026-08-17 05:46:00,0.999,0
2026-08-17 05:47:00,1.016,0
2026-08-17 05:48:00,0.995,0
2026-08-17 05:49:00,0.961,0
2026-08-17 05:50:00,0.956,0
2026-08-17 05:51:00,0.974,1
2026-08-17 05:52:00,0.978,0
2026-08-17 05:53:00,0.968,0
2026-08-17 05:54:00,0.947,0
2026-08-17 05:55:00,0.914,1
2026-08-17 05:56:00,0.85,0
2026-08-17 05:57:00,0.775,0
2026-08-17 05:58:00,0.729,1
2026-08-17 05:59:00,0.754,0
