"date (UTC)","SO2 (ppb)","Flag"
2026-07-24 09:00:00,0.81,0
2026-07-24 09:01:00,0.863,0
2026-07-24 09:02:00,0.874,0
2026-07-24 09:03:00,0.864,1
2026-07-24 09:04:00,0.859,0
2026-07-24 09:05:00,0.895,0
2026-07-24 09:06:00,0.924,0
2026-07-24 09:07:00,0.892,0
2026-07-24 09:08:00,0.84,0
2026-07-24 09:09:00,0.825,1
2026-07-24 09:10:00,0.804,0
2026-07-24 09:11:00,0.781,0
2026-07-24 09:12:00,0.806,0
2026-07-24 09:13:00,0.86,0
2026-07-24 09:14:00,0.885,0
2026-07-24 09:15:00,0.9,0
2026-07-24 09:16:00,0.858,0
2026-07-24 09:17:00,0.779,0
2026-07-24 09:18:00,0.748,0
2026-07-24 09:19:00,0.732,0
2026-07-24 09:20:00,0.714,1
2026-07-24 09:21:00,0.668,0
2026-07-24 09:22:00,0.666,0
2026-07-24 09:23:00,0.682,0
2026-07-24 09:24:00,0.713,0
2026-07-24 09:25:00,0.712,0
2026-07-24 09:26:00,0.694,0
2026-07-24 09:27:00,0.679,0
2026-07-24 09:28:00,0.653,0
2026-07-24 09:29:00,0.632,0
2026-07-24 09:30:00,0.597,0
2026-07-24 09:31:00,0.595,1
2026-07-24 09:32:00,0.585,0
2026-07-24 09:33:00,0.621,0
2026-07-24 09:34:00,0.671,0
2026-07-24 09:35:00,0.726,0
2026-07-24 09:36:00,0.702,0
2026-07-24 09:37:00,0.703,0
2026-07-24 09:38:00,0.665,0
2026-07-24 09:39:00,0.66,0
2026-07-24 09:40:00,0.702,1
2026-07-24 09:41:00,0.689,0
2026-07-24 09:42:00,0.682,0
2026-07-24 09:43:00,0.669,0
2026-07-24 09:44:00,0.673,1
2026-07-24 09:45:00,0.629,0
2026-07-24 09:46:00,0.646,0
2026-07-24 09:47:00,0.649,1
2026-07-24 09:48:00,0.666,0
2026-07-24 09:49:00,0.686,1
2026-07-24 09:50:00,0.642,0
2026-07-24 09:51:00,0.607,0
2026-07-24 09:52:00,0.632,0
2026-07-24 09:53:00,0.668,0
2026-07-24 09:54:00,0.702,0
2026-07-24 09:55:00,0.692,0
2026-07-24 09:56:00,0.653,0
2026-07-24 09:57:00,0.629,0
2026-07-24 09:58:00,0.623,0
2026-07-24 09:59:00,0.644,0
