"date (UTC)","SO2 (ppb)","Flag"
2026-07-02 23:00:00,-0.072,0
2026-07-02 23:01:00,-0.067,0
2026-07-02 23:02:00,-0.006,0
2026-07-02 23:03:00,-0.039,0
2026-07-02 23:04:00,-0.081,0
2026-07-02 23:05:00,-0.108,0
2026-07-02 23:06:00,-0.127,1
2026-07-02 23:07:00,-0.087,0
2026-07-02 23:08:00,-0.052,0
2026-07-02 23:09:00,-0.012,0
2026-07-02 23:10:00,0.032,0
2026-07-02 23:11:00,0.109,0
2026-07-02 23:12:00,0.148,1
2026-07-02 23:13:00,0.185,0
2026-07-02 23:14:00,0.202,0
2026-07-02 23:15:00,0.237,0
2026-07-02 23:16:00,0.244,1
2026-07-02 23:17:00,0.233,1
2026-07-02 23:18:00,0.227,0
2026-07-02 23:19:00,0.261,0
2026-07-02 23:20:00,0.289,0
2026-07-02 23:21:00,0.297,0
2026-07-02 23:22:00,0.302,0
2026-07-02 23:23:00,0.305,0
2026-07-02 23:24:00,0.325,0
2026-07-02 23:25:00,0.366,0
2026-07-02 23:26:00,0.375,0
2026-07-02 23:27:00,0.36,0
2026-07-02 23:28:00,0.303,0
2026-07-02 23:29:00,0.271,0
2026-07-02 23:30:00,0.284,0
2026-07-02 23:31:00,0.255,0
2026-07-02 23:32:00,0.226,0
2026-07-02 23:33:00,0.233,0
2026-07-02 23:34:00,0.175,1
2026-07-02 23:35:00,0.173,0
2026-07-02 23:36:00,0.183,0
2026-07-02 23:37:00,0.187,0
2026-07-02 23:38:00,0.175,0
2026-07-02 23:39:00,0.186,0
2026-07-02 23:40:00,0.178,0
2026-07-02 23:41:00,0.148,1
2026-07-02 23:42:00,0.121,0
2026-07-02 23:43:00,0.087,0
2026-07-02 23:44:00,0.059,0
2026-07-02 23:45:00,0.047,0
2026-07-02 23:46:00,-0.013,0
2026-07-02 23:47:00,-0.018,1
2026-07-02 23:48:00,-0.016,0
2026-07-02 23:49:00,0.004,0
2026-07-02 23:50:00,0.071,0
2026-07-02 23:51:00,0.085,1
2026-07-02 23:52:00,0.059,0
2026-07-02 23:53:00,0.026,0
2026-07-02 23:54:00,0.023,1
2026-07-02 23:55:00,0.012,1
2026-07-02 23:56:00,-0.021,0
2026-07-02 23:57:00,-0.046,0
2026-07-02 23:58:00,-0.073,1
2026-07-02 23:59:00,-0.068,0
