"date (UTC)","SO2 (ppb)","Flag"
2026-07-19 11:00:00,0.298,0
2026-07-19 11:01:00,0.241,0
2026-07-19 11:02:00,0.24,0
2026-07-19 11:03:00,0.226,0
2026-07-19 11:04:00,0.204,0
2026-07-19 11:05:00,0.175,0
2026-07-19 11:06:00,0.175,0
2026-07-19 11:07:00,0.188,0
2026-07-19 11:08:00,0.207,0
2026-07-19 11:09:00,0.199,1
2026-07-19 11:10:00,0.263,1
2026-07-19 11:11:00,0.282,1
2026-07-19 11:12:00,0.313,0
2026-07-19 11:13:00,0.33,0
2026-07-19 11:14:00,0.364,0
2026-07-19 11:15:00,0.369,0
2026-07-19 11:16:00,0.388,0
2026-07-19 11:17:00,0.411,0
2026-07-19 11:18:00,0.42,0
2026-07-19 11:19:00,0.414,0
2026-07-19 11:20:00,0.414,0
2026-07-19 11:21:00,0.409,0
2026-07-19 11:22:00,0.418,0
2026-07-19 11:23:00,0.392,0
2026-07-19 11:24:00,0.341,0
2026-07-19 11:25:00,0.369,0
2026-07-19 11:26:00,0.351,0
2026-07-19 11:27:00,0.346,0
2026-07-19 11:28:00,0.368,0
2026-07-19 11:29:00,0.326,0
2026-07-19 11:30:00,0.282,1
2026-07-19 11:31:00,0.246,1
2026-07-19 11:32:00,0.24,0
2026-07-19 11:33:00,0.285,1
2026-07-19 11:34:00,0.301,0
2026-07-19 11:35:00,0.285,0
2026-07-19 11:36:00,0.315,0
2026-07-19 11:37:00,0.373,0
2026-07-19 11:38:00,0.369,0
2026-07-19 11:39:00,0.361,0
2026-07-19 11:40:00,0.382,1
2026-07-19 11:41:00,0.344,0
2026-07-19 11:42:00,0.354,0
2026-07-19 11:43:00,0.373,0
2026-07-19 11:44:00,0.372,0
2026-07-19 11:45:00,0.375,0
2026-07-19 11:46:00,0.393,0
2026-07-19 11:47:00,0.464,0
2026-07-19 11:48:00,0.502,0
2026-07-19 11:49:00,0.472,0
2026-07-19 11:50:00,0.468,0
2026-07-19 11:51:00,0.482,0
2026-07-19 11:52:00,0.448,0
2026-07-19 11:53:00,0.456,0
2026-07-19 11:54:00,0.479,0
2026-07-19 11:55:00,0.511,0
2026-07-19 11:56:00,0.525,0
2026-07-19 11:57:00,0.583,0
2026-07-19 11:58:00,0.593,0
2026-07-19 11:59:00,0.559,0
