"date (UTC)","SO2 (ppb)","Flag"
2026-07-20,0.278,0
2026-07-20 00:01:00,0.301,0
2026-07-20 00:02:00,0.291,0
2026-07-20 00:03:00,0.308,0
2026-07-20 00:04:00,0.346,0
2026-07-20 00:05:00,0.336,1
2026-07-20 00:06:00,0.312,0
2026-07-20 00:07:00,0.323,0
2026-07-20 00:08:00,0.304,0
2026-07-20 00:09:00,0.311,0
2026-07-20 00:10:00,0.312,0
2026-07-20 00:11:00,0.326,0
2026-07-20 00:12:00,0.382,1
2026-07-20 00:13:00,0.407,0
2026-07-20 00:14:00,0.412,0
2026-07-20 00:15:00,0.401,0
2026-07-20 00:16:00,0.388,0
2026-07-20 00:17:00,0.354,0
2026-07-20 00:18:00,0.357,0
2026-07-20 00:19:00,0.342,0
2026-07-20 00:20:00,0.343,0
2026-07-20 00:21:00,0.342,0
2026-07-20 00:22:00,0.35,0
2026-07-20 00:23:00,0.359,0
2026-07-20 00:24:00,0.368,0
2026-07-20 00:25:00,0.356,0
2026-07-20 00:26:00,0.365,0
2026-07-20 00:27:00,0.351,0
2026-07-20 00:28:00,0.346,0
2026-07-20 00:29:00,0.356,0
2026-07-20 00:30:00,0.375,0
2026-07-20 00:31:00,0.373,1
2026-07-20 00:32:00,0.381,0
2026-07-20 00:33:00,0.382,0
2026-07-20 00:34:00,0.364,0
2026-07-20 00:35:00,0.321,0
2026-07-20 00:36:00,0.273,0
2026-07-20 00:37:00,0.249,0
2026-07-20 00:38:00,0.226,0
2026-07-20 00:39:00,0.216,0
2026-07-20 00:40:00,0.245,0
2026-07-20 00:41:00,0.255,0
2026-07-20 00:42:00,0.237,0
2026-07-20 00:43:00,0.279,0
2026-07-20 00:44:00,0.244,0
2026-07-20 00:45:00,0.239,1
2026-07-20 00:46:00,0.192,0
2026-07-20 00:47:00,0.173,0
2026-07-20 00:48:00,0.13,0
2026-07-20 00:49:00,0.104,0
2026-07-20 00:50:00,0.082,0
2026-07-20 00:51:00,0.113,0
2026-07-20 00:52:00,0.124,0
2026-07-20 00:53:00,0.127,0
2026-07-20 00:54:00,0.145,0
2026-07-20 00:55:00,0.161,0
2026-07-20 00:56:00,0.152,0
2026-07-20 00:57:00,0.144,0
2026-07-20 00:58:00,0.188,0
2026-07-20 00:59:00,0.184,0
