"date (UTC)","SO2 (ppb)","Flag"
2026-07-27 02:00:00,0.474,0
2026-07-27 02:01:00,0.488,0
2026-07-27 02:02:00,0.486,0
2026-07-27 02:03:00,0.529,0
2026-07-27 02:04:00,0.576,0
2026-07-27 02:05:00,0.63,0
2026-07-27 02:06:00,0.667,0
2026-07-27 02:07:00,0.644,0
2026-07-27 02:08:00,0.627,0
2026-07-27 02:09:00,0.62,1
2026-07-27 02:10:00,0.641,0
2026-07-27 02:11:00,0.634,0
2026-07-27 02:12:00,0.62,0
2026-07-27 02:13:00,0.593,0
2026-07-27 02:14:00,0.574,0
2026-07-27 02:15:00,0.551,0
2026-07-27 02:16:00,0.529,0
2026-07-27 02:17:00,0.514,0
2026-07-27 02:18:00,0.517,0
2026-07-27 02:19:00,0.5,0
2026-07-27 02:20:00,0.462,0
2026-07-27 02:21:00,0.443,1
2026-07-27 02:22:00,0.4,0
2026-07-27 02:23:00,0.382,1
2026-07-27 02:24:00,0.413,0
2026-07-27 02:25:00,0.428,0
2026-07-27 02:26:00,0.44,0
2026-07-27 02:27:00,0.438,0
2026-07-27 02:28:00,0.419,0
2026-07-27 02:29:00,0.41,1
2026-07-27 02:30:00,0.481,0
2026-07-27 02:31:00,0.528,0
2026-07-27 02:32:00,0.549,0
2026-07-27 02:33:00,0.559,0
2026-07-27 02:34:00,0.568,0
2026-07-27 02:35:00,0.575,0
2026-07-27 02:36:00,0.545,0
2026-07-27 02:37:00,0.507,0
2026-07-27 02:38:00,0.518,0
2026-07-27 02:39:00,0.534,0
2026-07-27 02:40:00,0.504,0
2026-07-27 02:41:00,0.488,0
2026-07-27 02:42:00,0.482,0
2026-07-27 02:43:00,0.501,0
2026-07-27 02:44:00,0.51,0
2026-07-27 02:45:00,0.504,1
2026-07-27 02:46:00,0.443,0
2026-07-27 02:47:00,0.447,0
2026-07-27 02:48:00,0.467,0
2026-07-27 02:49:00,0.461,1
2026-07-27 02:50:00,0.463,0
2026-07-27 02:51:00,0.445,0
2026-07-27 02:52:00,0.458,0
2026-07-27 02:53:00,0.462,0
2026-07-27 02:54:00,0.447,0
2026-07-27 02:55:00,0.458,0
2026-07-27 02:56:00,0.49,0
2026-07-27 02:57:00,0.556,0
2026-07-27 02:58:00,0.589,0
2026-07-27 02:59:00,0.546,0
