"date (UTC)","SO2 (ppb)","Flag"
2026-07-27 18:00:00,0.39,0
2026-07-27 18:01:00,0.378,0
2026-07-27 18:02:00,0.325,0
2026-07-27 18:03:00,0.323,0
2026-07-27 18:04:00,0.327,0
2026-07-27 18:05:00,0.343,0
2026-07-27 18:06:00,0.39,0
2026-07-27 18:07:00,0.461,0
2026-07-27 18:08:00,0.441,0
2026-07-27 18:09:00,0.405,0
2026-07-27 18:10:00,0.355,1
2026-07-27 18:11:00,0.336,0
2026-07-27 18:12:00,0.368,0
2026-07-27 18:13:00,0.392,0
2026-07-27 18:14:00,0.428,0
2026-07-27 18:15:00,0.385,0
2026-07-27 18:16:00,0.416,1
2026-07-27 18:17:00,0.443,0
2026-07-27 18:18:00,0.47,0
2026-07-27 18:19:00,0.457,0
2026-07-27 18:20:00,0.427,0
2026-07-27 18:21:00,0.428,1
2026-07-27 18:22:00,0.474,0
2026-07-27 18:23:00,0.44,0
2026-07-27 18:24:00,0.463,0
2026-07-27 18:25:00,0.466,0
2026-07-27 18:26:00,0.5,0
2026-07-27 18:27:00,0.502,0
2026-07-27 18:28:00,0.473,0
2026-07-27 18:29:00,0.459,0
2026-07-27 18:30:00,0.441,0
2026-07-27 18:31:00,0.46,0
2026-07-27 18:32:00,0.422,1
2026-07-27 18:33:00,0.409,0
2026-07-27 18:34:00,0.451,0
2026-07-27 18:35:00,0.522,0
2026-07-27 18:36:00,0.573,0
2026-07-27 18:37:00,0.518,0
2026-07-27 18:38:00,0.469,0
2026-07-27 18:39:00,0.445,0
2026-07-27 18:40:00,0.399,0
2026-07-27 18:41:00,0.399,0
2026-07-27 18:42:00,0.415,0
2026-07-27 18:43:00,0.399,0
2026-07-27 18:44:00,0.436,0
2026-07-27 18:45:00,0.475,0
2026-07-27 18:46:00,0.506,0
2026-07-27 18:47:00,0.522,0
2026-07-27 18:48:00,0.53,0
2026-07-27 18:49:00,0.559,0
2026-07-27 18:50:00,0.529,0
2026-07-27 18:51:00,0.487,0
2026-07-27 18:52:00,0.498,0
2026-07-27 18:53:00,0.58,0
2026-07-27 18:54:00,0.621,1
2026-07-27 18:55:00,0.63,0
2026-07-27 18:56:00,0.684,0
2026-07-27 18:57:00,0.716,0
2026-07-27 18:58:00,0.69,0
2026-07-27 18:59:00,0.717,0
