"date (UTC)","SO2 (ppb)","Flag"
2026-07-19 20:00:00,0.106,0
2026-07-19 20:01:00,0.105,1
2026-07-19 20:02:00,0.089,0
2026-07-19 20:03:00,0.102,0
2026-07-19 20:04:00,0.122,0
2026-07-19 20:05:00,0.141,0
2026-07-19 20:06:00,0.153,0
2026-07-19 20:07:00,0.167,0
2026-07-19 20:08:00,0.262,0
2026-07-19 20:09:00,0.355,0
2026-07-19 20:10:00,0.391,0
2026-07-19 20:11:00,0.385,0
2026-07-19 20:12:00,0.388,1
2026-07-19 20:13:00,0.395,0
2026-07-19 20:14:00,0.378,0
2026-07-19 20:15:00,0.344,0
2026-07-19 20:16:00,0.311,0
2026-07-19 20:17:00,0.288,0
2026-07-19 20:18:00,0.297,0
2026-07-19 20:19:00,0.288,0
2026-07-19 20:20:00,0.294,0
2026-07-19 20:21:00,0.284,0
2026-07-19 20:22:00,0.29,0
2026-07-19 20:23:00,0.295,0
2026-07-19 20:24:00,0.262,0
2026-07-19 20:25:00,0.22,0
2026-07-19 20:26:00,0.207,0
2026-07-19 20:27:00,0.208,0
2026-07-19 20:28:00,0.243,0
2026-07-19 20:29:00,0.27,0
2026-07-19 20:30:00,0.319,0
2026-07-19 20:31:00,0.368,0
2026-07-19 20:32:00,0.412,1
2026-07-19 20:33:00,0.47,0
2026-07-19 20:34:00,0.515,0
2026-07-19 20:35:00,0.538,0
2026-07-19 20:36:00,0.541,0
2026-07-19 20:37:00,0.502,0
2026-07-19 20:38:00,0.502,0
2026-07-19 20:39:00,0.482,0
2026-07-19 20:40:00,0.471,0
2026-07-19 20:41:00,0.473,1
2026-07-19 20:42:00,0.429,0
2026-07-19 20:43:00,0.398,0
2026-07-19 20:44:00,0.3,0
2026-07-19 20:45:00,0.214,0
2026-07-19 20:46:00,0.146,0
2026-07-19 20:47:00,0.16,0
2026-07-19 20:48:00,0.184,0
2026-07-19 20:49:00,0.159,0
2026-07-19 20:50:00,0.117,0
2026-07-19 20:51:00,0.105,0
2026-07-19 20:52:00,0.124,0
2026-07-19 20:53:00,0.171,0
2026-07-19 20:54:00,0.213,0
2026-07-19 20:55:00,0.254,0
2026-07-19 20:56:00,0.296,0
2026-07-19 20:57:00,0.276,0
2026-07-19 20:58:00,0.292,0
2026-07-19 20:59:00,0.282,1
