"date (UTC)","SO2 (ppb)","Flag"
2026-07-14 04:00:00,0.403,0
2026-07-14 04:01:00,0.386,0
2026-07-14 04:02:00,0.372,0
2026-07-14 04:03:00,0.381,0
2026-07-14 04:04:00,0.37,0
2026-07-14 04:05:00,0.35,0
2026-07-14 04:06:00,0.403,0
2026-07-14 04:07:00,0.416,0
2026-07-14 04:08:00,0.435,0
2026-07-14 04:09:00,0.442,1
2026-07-14 04:10:00,0.413,0
2026-07-14 04:11:00,0.388,1
2026-07-14 04:12:00,0.384,0
2026-07-14 04:13:00,0.38,0
2026-07-14 04:14:00,0.393,0
2026-07-14 04:15:00,0.391,0
2026-07-14 04:16:00,0.356,0
2026-07-14 04:17:00,0.348,0
2026-07-14 04:18:00,0.322,0
2026-07-14 04:19:00,0.3,0
2026-07-14 04:20:00,0.315,0
2026-07-14 04:21:00,0.347,1
2026-07-14 04:22:00,0.304,0
2026-07-14 04:23:00,0.295,1
2026-07-14 04:24:00,0.316,0
2026-07-14 04:25:00,0.333,1
2026-07-14 04:26:00,0.341,0
2026-07-14 04:27:00,0.347,0
2026-07-14 04:28:00,0.315,0
2026-07-14 04:29:00,0.326,0
2026-07-14 04:30:00,0.295,0
2026-07-14 04:31:00,0.279,1
2026-07-14 04:32:00,0.282,0
2026-07-14 04:33:00,0.285,0
2026-07-14 04:34:00,0.313,0
2026-07-14 04:35:00,0.314,0
2026-07-14 04:36:00,0.316,0
2026-07-14 04:37:00,0.294,0
2026-07-14 04:38:00,0.3,0
2026-07-14 04:39:00,0.271,0
2026-07-14 04:40:00,0.198,0
2026-07-14 04:41:00,0.182,0
2026-07-14 04:42:00,0.192,0
2026-07-14 04:43:00,0.192,0
2026-07-14 04:44:00,0.21,1
2026-07-14 04:45:00,0.2,0
2026-07-14 04:46:00,0.235,0
2026-07-14 04:47:00,0.205,0
2026-07-14 04:48:00,0.198,0
2026-07-14 04:49:00,0.227,0
2026-07-14 04:50:00,0.24,1
2026-07-14 04:51:00,0.261,0
2026-07-14 04:52:00,0.256,0
2026-07-14 04:53:00,0.256,0
2026-07-14 04:54:00,0.25,0
2026-07-14 04:55:00,0.257,0
2026-07-14 04:56:00,0.329,0
2026-07-14 04:57:00,0.386,0
2026-07-14 04:58:00,0.388,0
2026-07-14 04:59:00,0.383,0
