"date (UTC)","SO2 (ppb)","Flag"
2026-07-16 06:00:00,0.447,0
2026-07-16 06:01:00,0.451,0
2026-07-16 06:02:00,0.47,1
2026-07-16 06:03:00,0.477,0
2026-07-16 06:04:00,0.471,0
2026-07-16 06:05:00,0.53,0
2026-07-16 06:06:00,0.576,1
2026-07-16 06:07:00,0.57,0
2026-07-16 06:08:00,0.534,0
2026-07-16 06:09:00,0.471,0
2026-07-16 06:10:00,0.475,0
2026-07-16 06:11:00,0.5,0
2026-07-16 06:12:00,0.486,0
2026-07-16 06:13:00,0.55,0
2026-07-16 06:14:00,0.561,0
2026-07-16 06:15:00,0.553,0
2026-07-16 06:16:00,0.529,0
2026-07-16 06:17:00,0.5,1
2026-07-16 06:18:00,0.493,0
2026-07-16 06:19:00,0.471,1
2026-07-16 06:20:00,0.478,0
2026-07-16 06:21:00,0.443,0
2026-07-16 06:22:00,0.397,0
2026-07-16 06:23:00,0.384,0
2026-07-16 06:24:00,0.412,0
2026-07-16 06:25:00,0.443,1
2026-07-16 06:26:00,0.395,0
2026-07-16 06:27:00,0.319,0
2026-07-16 06:28:00,0.293,1
2026-07-16 06:29:00,0.227,0
2026-07-16 06:30:00,0.19,1
2026-07-16 06:31:00,0.204,0
2026-07-16 06:32:00,0.255,0
2026-07-16 06:33:00,0.27,0
2026-07-16 06:34:00,0.259,0
2026-07-16 06:35:00,0.242,0
2026-07-16 06:36:00,0.231,0
2026-07-16 06:37:00,0.277,0
2026-07-16 06:38:00,0.267,0
2026-07-16 06:39:00,0.24,0
2026-07-16 06:40:00,0.215,0
2026-07-16 06:41:00,0.176,0
2026-07-16 06:42:00,0.163,0
2026-07-16 06:43:00,0.175,0
2026-07-16 06:44:00,0.162,1
2026-07-16 06:45:00,0.14,0
2026-07-16 06:46:00,0.126,0
2026-07-16 06:47:00,0.108,0
2026-07-16 06:48:00,0.085,0
2026-07-16 06:49:00,0.081,0
2026-07-16 06:50:00,0.079,0
2026-07-16 06:51:00,0.112,0
2026-07-16 06:52:00,0.109,0
2026-07-16 06:53:00,0.053,0
2026-07-16 06:54:00,0.059,0
2026-07-16 06:55:00,0.092,0
2026-07-16 06:56:00,0.143,0
2026-07-16 06:57:00,0.185,0
2026-07-16 06:58:00,0.189,0
2026-07-16 06:59:00,0.217,0
