"date (UTC)","SO2 (ppb)","Flag"
2026-07-03 15:00:00,-0.022,0
2026-07-03 15:01:00,-0.055,1
2026-07-03 15:02:00,-0.09,0
2026-07-03 15:03:00,-0.111,0
2026-07-03 15:04:00,-0.121,0
2026-07-03 15:05:00,-0.143,0
2026-07-03 15:06:00,-0.152,0
2026-07-03 15:07:00,-0.17,0
2026-07-03 15:08:00,-0.163,0
2026-07-03 15:09:00,-0.165,0
2026-07-03 15:10:00,-0.147,0
2026-07-03 15:11:00,-0.162,0
2026-07-03 15:12:00,-0.167,0
2026-07-03 15:13:00,-0.187,0
2026-07-03 15:14:00,-0.199,0
2026-07-03 15:15:00,-0.213,0
2026-07-03 15:16:00,-0.206,0
2026-07-03 15:17:00,-0.181,0
2026-07-03 15:18:00,-0.178,0
2026-07-03 15:19:00,-0.15,0
2026-07-03 15:20:00,-0.092,0
2026-07-03 15:21:00,-0.047,0
2026-07-03 15:22:00,-0.01,0
2026-07-03 15:23:00,-0.021,0
2026-07-03 15:24:00,-0.049,0
2026-07-03 15:25:00,-0.05,0
2026-07-03 15:26:00,-0.034,0
2026-07-03 15:27:00,-0.02,0
2026-07-03 15:28:00,-0.004,0
2026-07-03 15:29:00,0.031,0
2026-07-03 15:30:00,0.088,0
2026-07-03 15:31:00,0.155,0
2026-07-03 15:32:00,0.172,0
2026-07-03 15:33:00,0.231,0
2026-07-03 15:34:00,0.244,0
2026-07-03 15:35:00,0.227,1
2026-07-03 15:36:00,0.183,0
2026-07-03 15:37:00,0.15,0
2026-07-03 15:38:00,0.123,0
2026-07-03 15:39:00,0.107,0
2026-07-03 15:40:00,0.155,0
2026-07-03 15:41:00,0.21,0
2026-07-03 15:42:00,0.208,0
2026-07-03 15:43:00,0.226,0
2026-07-03 15:44:00,0.256,1
2026-07-03 15:45:00,0.269,0
2026-07-03 15:46:00,0.251,0
2026-07-03 15:47:00,0.225,1
2026-07-03 15:48:00,0.269,0
2026-07-03 15:49:00,0.269,0
2026-07-03 15:50:00,0.296,0
2026-07-03 15:51:00,0.349,0
2026-07-03 15:52:00,0.412,0
2026-07-03 15:53:00,0.428,0
2026-07-03 15:54:00,0.418,0
2026-07-03 15:55:00,0.48,0
2026-07-03 15:56:00,0.477,0
2026-07-03 15:57:00,0.415,0
2026-07-03 15:58:00,0.417,0
2026-07-03 15:59:00,0.453,0
