"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-08-16 17:00:00,0.104,1.318,0
2026-08-16 17:01:00,0.117,1.276,0
2026-08-16 17:02:00,0.107,1.118,0
2026-08-16 17:03:00,0.113,1.044,2
2026-08-16 17:04:00,0.112,0.996,0
2026-08-16 17:05:00,0.096,0.849,0
2026-08-16 17:06:00,0.095,0.829,2
2026-08-16 17:07:00,0.118,0.841,0
2026-08-16 17:08:00,0.146,1.08,0
2026-08-16 17:09:00,0.167,1.269,2
2026-08-16 17:10:00,0.174,1.39,0
2026-08-16 17:11:00,0.182,1.444,0
2026-08-16 17:12:00,0.191,1.617,0
2026-08-16 17:13:00,0.199,1.821,2
2026-08-16 17:14:00,0.215,1.972,2
2026-08-16 17:15:00,0.209,2.056,0
2026-08-16 17:16:00,0.196,2.018,2
2026-08-16 17:17:00,0.183,1.841,0
2026-08-16 17:18:00,0.184,1.735,0
2026-08-16 17:19:00,0.182,1.746,0
2026-08-16 17:20:00,0.183,1.783,2
2026-08-16 17:21:00,0.189,1.793,0
2026-08-16 17:22:00,0.181,1.729,0
2026-08-16 17:23:00,0.184,1.809,2
2026-08-16 17:24:00,0.235,2.242,2
2026-08-16 17:25:00,0.323,2.937,2
2026-08-16 17:26:00,0.331,3.186,2
2026-08-16 17:27:00,0.367,3.621,2
2026-08-16 17:28:00,0.383,3.781,0
2026-08-16 17:29:00,0.388,3.924,0
2026-08-16 17:30:00,0.397,3.935,2
2026-08-16 17:31:00,0.392,3.914,0
2026-08-16 17:32:00,0.366,3.667,0
2026-08-16 17:33:00,0.288,2.983,2
2026-08-16 17:34:00,0.239,2.563,2
2026-08-16 17:35:00,0.217,2.286,0
2026-08-16 17:36:00,0.175,1.982,2
2026-08-16 17:37:00,0.153,1.787,2
2026-08-16 17:38:00,0.164,1.791,0
2026-08-16 17:39:00,0.156,1.877,0
2026-08-16 17:40:00,0.171,2.006,2
2026-08-16 17:41:00,0.172,2.08,2
2026-08-16 17:42:00,0.169,2.069,0
2026-08-16 17:43:00,0.166,2.117,2
2026-08-16 17:44:00,0.158,1.967,2
2026-08-16 17:45:00,0.17,1.809,0
2026-08-16 17:46:00,0.148,1.622,0
2026-08-16 17:47:00,0.134,1.374,2
2026-08-16 17:48:00,0.123,1.205,0
2026-08-16 17:49:00,0.13,1.086,0
2026-08-16 17:50:00,0.148,1.102,0
2026-08-16 17:51:00,0.153,1.243,2
2026-08-16 17:52:00,0.214,1.639,2
2026-08-16 17:53:00,0.256,2.159,0
2026-08-16 17:54:00,0.311,2.582,2
2026-08-16 17:55:00,0.326,3.019,0
2026-08-16 17:56:00,0.33,3.262,0
2026-08-16 17:57:00,0.328,3.376,0
2026-08-16 17:58:00,0.321,3.642,0
2026-08-16 17:59:00,0.34,4.284,0
