"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-08-22 09:00:00,1.325,3.636,0
2026-08-22 09:01:00,1.348,3.611,2
2026-08-22 09:02:00,1.383,3.687,0
2026-08-22 09:03:00,1.396,3.713,0
2026-08-22 09:04:00,1.42,3.789,2
2026-08-22 09:05:00,1.384,3.763,0
2026-08-22 09:06:00,1.346,3.686,0
2026-08-22 09:07:00,1.318,3.558,0
2026-08-22 09:08:00,1.27,3.392,2
2026-08-22 09:09:00,1.245,3.32,0
2026-08-22 09:10:00,1.219,3.306,2
2026-08-22 09:11:00,1.141,3.113,2
2026-08-22 09:12:00,1.081,2.977,0
2026-08-22 09:13:00,1.011,2.757,0
2026-08-22 09:14:00,0.933,2.423,0
2026-08-22 09:15:00,0.85,2.213,2
2026-08-22 09:16:00,0.792,2.097,0
2026-08-22 09:17:00,0.737,1.909,0
2026-08-22 09:18:00,0.678,1.699,2
2026-08-22 09:19:00,0.62,1.477,0
2026-08-22 09:20:00,0.574,1.335,0
2026-08-22 09:21:00,0.545,1.208,2
2026-08-22 09:22:00,0.547,1.181,2
2026-08-22 09:23:00,0.559,1.194,0
2026-08-22 09:24:00,0.578,1.22,0
2026-08-22 09:25:00,0.599,1.263,2
2026-08-22 09:26:00,0.636,1.342,2
2026-08-22 09:27:00,0.679,1.437,0
2026-08-22 09:28:00,0.717,1.49,2
2026-08-22 09:29:00,0.744,1.533,2
2026-08-22 09:30:00,0.763,1.562,0
2026-08-22 09:31:00,0.775,1.569,0
2026-08-22 09:32:00,0.769,1.523,2
2026-08-22 09:33:00,0.746,1.473,0
2026-08-22 09:34:00,0.697,1.36,0
2026-08-22 09:35:00,0.63,1.192,2
2026-08-22 09:36:00,0.567,1.139,2
2026-08-22 09:37:00,0.518,1.116,2
2026-08-22 09:38:00,0.462,1.066,2
2026-08-22 09:39:00,0.434,1.059,2
2026-08-22 09:40:00,0.417,1.067,0
2026-08-22 09:41:00,0.406,1.047,0
2026-08-22 09:42:00,0.431,1.091,2
2026-08-22 09:43:00,0.431,1.123,0
2026-08-22 09:44:00,0.447,1.134,0
2026-08-22 09:45:00,0.464,1.117,2
2026-08-22 09:46:00,0.478,1.097,2
2026-08-22 09:47:00,0.501,1.091,0
2026-08-22 09:48:00,0.5,0.988,2
2026-08-22 09:49:00,0.481,0.899,2
2026-08-22 09:50:00,0.476,0.829,0
2026-08-22 09:51:00,0.455,0.775,0
2026-08-22 09:52:00,0.466,0.704,0
2026-08-22 09:53:00,0.439,0.638,2
2026-08-22 09:54:00,0.418,0.579,0
2026-08-22 09:55:00,0.397,0.512,0
2026-08-22 09:56:00,0.359,0.468,2
2026-08-22 09:57:00,0.346,0.436,0
2026-08-22 09:58:00,0.328,0.419,0
2026-08-22 09:59:00,0.314,0.414,2
