"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-08-27 18:00:00,0.333,5.016,2
2026-08-27 18:01:00,0.337,5.002,0
2026-08-27 18:02:00,0.328,4.964,0
2026-08-27 18:03:00,0.332,4.945,2
2026-08-27 18:04:00,0.322,4.942,0
2026-08-27 18:05:00,0.306,4.92,0
2026-08-27 18:06:00,0.294,4.896,2
2026-08-27 18:07:00,0.288,4.889,2
2026-08-27 18:08:00,0.273,4.872,2
2026-08-27 18:09:00,0.263,4.837,2
2026-08-27 18:10:00,0.267,4.828,2
2026-08-27 18:11:00,0.261,4.844,0
2026-08-27 18:12:00,0.239,4.854,0
2026-08-27 18:13:00,0.237,4.874,2
2026-08-27 18:14:00,0.231,4.886,0
2026-08-27 18:15:00,0.226,4.936,0
2026-08-27 18:16:00,0.218,4.95,2
2026-08-27 18:17:00,0.224,4.983,2
2026-08-27 18:18:00,0.21,5.011,0
2026-08-27 18:19:00,0.181,5.006,2
2026-08-27 18:20:00,0.23,5.011,2
2026-08-27 18:21:00,0.243,5.023,0
2026-08-27 18:22:00,0.219,5.009,0
2026-08-27 18:23:00,0.21,5.012,2
2026-08-27 18:24:00,0.198,5.007,2
2026-08-27 18:25:00,0.197,4.994,0
2026-08-27 18:26:00,0.164,5.003,0
2026-08-27 18:27:00,0.18,5.007,2
2026-08-27 18:28:00,0.15,5.033,0
2026-08-27 18:29:00,0.111,5.066,0
2026-08-27 18:30:00,0.105,5.077,2
2026-08-27 18:31:00,0.105,5.154,0
2026-08-27 18:32:00,0.11,5.187,0
2026-08-27 18:33:00,0.122,5.214,0
2026-08-27 18:34:00,0.118,5.276,2
2026-08-27 18:35:00,0.119,5.336,2
2026-08-27 18:36:00,0.127,5.386,0
2026-08-27 18:37:00,0.12,5.409,2
2026-08-27 18:38:00,0.127,5.391,0
2026-08-27 18:39:00,0.134,5.331,0
2026-08-27 18:40:00,0.12,5.243,0
2026-08-27 18:41:00,0.103,5.145,0
2026-08-27 18:42:00,0.098,5.051,0
2026-08-27 18:43:00,0.105,4.897,0
2026-08-27 18:44:00,0.099,4.653,2
2026-08-27 18:45:00,0.079,4.361,0
2026-08-27 18:46:00,0.06,4.078,2
2026-08-27 18:47:00,0.054,3.812,2
2026-08-27 18:48:00,0.053,3.551,2
2026-08-27 18:49:00,0.052,3.365,0
2026-08-27 18:50:00,0.055,3.095,0
2026-08-27 18:51:00,0.041,2.913,2
2026-08-27 18:52:00,0.05,2.8,0
2026-08-27 18:53:00,0.05,2.704,0
2026-08-27 18:54:00,0.046,2.644,2
2026-08-27 18:55:00,0.054,2.655,2
2026-08-27 18:56:00,0.066,2.668,0
2026-08-27 18:57:00,0.069,2.696,2
2026-08-27 18:58:00,0.077,2.703,2
2026-08-27 18:59:00,0.072,2.728,0
