"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-08-21 09:00:00,0.653,1.377,0
2026-08-21 09:01:00,0.681,1.516,2
2026-08-21 09:02:00,0.719,1.625,2
2026-08-21 09:03:00,0.765,1.831,0
2026-08-21 09:04:00,0.801,1.952,2
2026-08-21 09:05:00,0.852,2.08,2
2026-08-21 09:06:00,0.848,2.105,0
2026-08-21 09:07:00,0.898,2.188,0
2026-08-21 09:08:00,0.972,2.338,2
2026-08-21 09:09:00,1.003,2.4,0
2026-08-21 09:10:00,1.007,2.45,0
2026-08-21 09:11:00,1.034,2.469,2
2026-08-21 09:12:00,1.03,2.427,2
2026-08-21 09:13:00,0.984,2.3,2
2026-08-21 09:14:00,0.923,2.119,0
2026-08-21 09:15:00,0.87,1.984,2
2026-08-21 09:16:00,0.825,1.887,0
2026-08-21 09:17:00,0.776,1.792,0
2026-08-21 09:18:00,0.749,1.674,2
2026-08-21 09:19:00,0.71,1.601,0
2026-08-21 09:20:00,0.686,1.526,0
2026-08-21 09:21:00,0.688,1.524,0
2026-08-21 09:22:00,0.721,1.578,2
2026-08-21 09:23:00,0.851,1.853,0
2026-08-21 09:24:00,0.981,2.114,2
2026-08-21 09:25:00,0.99,2.184,2
2026-08-21 09:26:00,1.018,2.262,0
2026-08-21 09:27:00,1.025,2.332,0
2026-08-21 09:28:00,1.047,2.395,0
2026-08-21 09:29:00,1.081,2.427,2
2026-08-21 09:30:00,1.133,2.547,0
2026-08-21 09:31:00,1.161,2.651,0
2026-08-21 09:32:00,1.008,2.424,2
2026-08-21 09:33:00,1.02,2.388,0
2026-08-21 09:34:00,1.075,2.387,0
2026-08-21 09:35:00,1.086,2.368,2
2026-08-21 09:36:00,1.096,2.364,2
2026-08-21 09:37:00,1.087,2.385,0
2026-08-21 09:38:00,1.078,2.422,0
2026-08-21 09:39:00,1.12,2.526,2
2026-08-21 09:40:00,1.143,2.553,2
2026-08-21 09:41:00,1.133,2.586,0
2026-08-21 09:42:00,1.127,2.636,2
2026-08-21 09:43:00,1.084,2.592,2
2026-08-21 09:44:00,1.063,2.537,0
2026-08-21 09:45:00,1.025,2.49,0
2026-08-21 09:46:00,1.005,2.366,2
2026-08-21 09:47:00,0.937,2.27,0
2026-08-21 09:48:00,0.899,2.187,0
2026-08-21 09:49:00,0.858,2.127,2
2026-08-21 09:50:00,0.821,2.041,2
2026-08-21 09:51:00,0.782,1.999,2
2026-08-21 09:52:00,0.771,2.029,2
2026-08-21 09:53:00,0.794,2.103,2
2026-08-21 09:54:00,0.91,2.36,0
2026-08-21 09:55:00,1.033,2.673,0
2026-08-21 09:56:00,1.128,2.748,2
