"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-08-30 15:00:00,0.166,0.3,0
2026-08-30 15:01:00,0.166,0.332,0
2026-08-30 15:02:00,0.174,0.386,0
2026-08-30 15:03:00,0.171,0.435,0
2026-08-30 15:04:00,0.18,0.442,2
2026-08-30 15:05:00,0.176,0.472,0
2026-08-30 15:06:00,0.186,0.544,2
2026-08-30 15:07:00,0.218,0.648,2
2026-08-30 15:08:00,0.235,0.773,0
2026-08-30 15:09:00,0.245,0.87,0
2026-08-30 15:10:00,0.255,0.998,0
2026-08-30 15:11:00,0.266,1.063,2
2026-08-30 15:12:00,0.273,1.143,0
2026-08-30 15:13:00,0.301,1.212,0
2026-08-30 15:14:00,0.33,1.235,2
2026-08-30 15:15:00,0.432,1.438,0
2026-08-30 15:16:00,0.518,1.519,0
2026-08-30 15:17:00,0.562,1.554,2
2026-08-30 15:18:00,0.593,1.508,2
2026-08-30 15:19:00,0.608,1.428,0
2026-08-30 15:20:00,0.608,1.304,0
2026-08-30 15:21:00,0.61,1.261,2
2026-08-30 15:22:00,0.609,1.189,2
2026-08-30 15:23:00,0.558,1.066,0
2026-08-30 15:24:00,0.425,0.732,2
2026-08-30 15:25:00,0.378,0.609,2
2026-08-30 15:26:00,0.333,0.466,0
2026-08-30 15:27:00,0.324,0.411,0
2026-08-30 15:28:00,0.318,0.408,2
2026-08-30 15:29:00,0.301,0.434,0
2026-08-30 15:30:00,0.262,0.445,0
2026-08-30 15:31:00,0.264,0.488,2
2026-08-30 15:32:00,0.261,0.518,2
2026-08-30 15:33:00,0.255,0.523,2
2026-08-30 15:34:00,0.248,0.529,2
2026-08-30 15:35:00,0.245,0.542,2
2026-08-30 15:36:00,0.219,0.535,0
2026-08-30 15:37:00,0.226,0.548,0
2026-08-30 15:38:00,0.221,0.522,2
2026-08-30 15:39:00,0.24,0.472,0
2026-08-30 15:40:00,0.23,0.42,0
2026-08-30 15:41:00,0.212,0.406,2
2026-08-30 15:42:00,0.229,0.422,2
2026-08-30 15:43:00,0.217,0.427,0
2026-08-30 15:44:00,0.189,0.401,2
2026-08-30 15:45:00,0.188,0.431,2
2026-08-30 15:46:00,0.186,0.482,0
2026-08-30 15:47:00,0.205,0.599,0
2026-08-30 15:48:00,0.228,0.769,0
2026-08-30 15:49:00,0.268,0.933,2
2026-08-30 15:50:00,0.321,1.017,0
2026-08-30 15:51:00,0.369,1.194,0
2026-08-30 15:52:00,0.373,1.197,2
2026-08-30 15:53:00,0.378,1.167,0
2026-08-30 15:54:00,0.387,1.135,0
2026-08-30 15:55:00,0.375,1.073,2
2026-08-30 15:56:00,0.347,1.009,0
2026-08-30 15:57:00,0.316,0.908,0
2026-08-30 15:58:00,0.269,0.857,0
2026-08-30 15:59:00,0.239,0.845,2
