"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-08-02 15:00:00,0.23,1.425,2
2026-08-02 15:01:00,0.24,1.508,0
2026-08-02 15:02:00,0.267,1.579,2
2026-08-02 15:03:00,0.273,1.596,2
2026-08-02 15:04:00,0.277,1.61,0
2026-08-02 15:05:00,0.288,1.603,0
2026-08-02 15:06:00,0.295,1.604,2
2026-08-02 15:07:00,0.282,1.584,2
2026-08-02 15:08:00,0.272,1.536,0
2026-08-02 15:09:00,0.25,1.428,2
2026-08-02 15:10:00,0.218,1.335,2
2026-08-02 15:11:00,0.194,1.244,0
2026-08-02 15:12:00,0.167,1.131,0
2026-08-02 15:13:00,0.149,1.037,2
2026-08-02 15:14:00,0.156,0.957,0
2026-08-02 15:15:00,0.15,0.885,0
2026-08-02 15:16:00,0.144,0.813,2
2026-08-02 15:17:00,0.146,0.849,2
2026-08-02 15:18:00,0.169,0.895,2
2026-08-02 15:19:00,0.187,0.975,0
2026-08-02 15:20:00,0.197,1.183,2
2026-08-02 15:21:00,0.214,1.369,0
2026-08-02 15:22:00,0.225,1.529,0
2026-08-02 15:23:00,0.205,1.633,0
2026-08-02 15:24:00,0.206,1.733,0
2026-08-02 15:25:00,0.206,1.882,0
2026-08-02 15:26:00,0.203,2.021,0
2026-08-02 15:27:00,0.197,2.15,2
2026-08-02 15:28:00,0.21,2.217,0
2026-08-02 15:29:00,0.223,2.197,2
2026-08-02 15:30:00,0.236,2.189,2
2026-08-02 15:31:00,0.234,2.186,0
2026-08-02 15:32:00,0.235,2.088,0
2026-08-02 15:33:00,0.225,1.963,0
2026-08-02 15:34:00,0.219,1.902,2
2026-08-02 15:35:00,0.228,1.859,0
2026-08-02 15:36:00,0.232,1.774,0
2026-08-02 15:37:00,0.196,1.66,2
2026-08-02 15:38:00,0.192,1.581,0
2026-08-02 15:39:00,0.191,1.536,0
2026-08-02 15:40:00,0.189,1.56,2
2026-08-02 15:41:00,0.199,1.632,2
2026-08-02 15:42:00,0.221,1.726,0
2026-08-02 15:43:00,0.212,1.749,0
2026-08-02 15:44:00,0.197,1.769,2
2026-08-02 15:45:00,0.198,1.81,2
2026-08-02 15:46:00,0.209,1.853,0
2026-08-02 15:47:00,0.202,1.91,2
2026-08-02 15:48:00,0.204,1.951,2
2026-08-02 15:49:00,0.211,2.041,0
2026-08-02 15:50:00,0.287,2.703,0
2026-08-02 15:51:00,0.325,3.081,2
2026-08-02 15:52:00,0.338,3.405,0
2026-08-02 15:53:00,0.367,3.556,0
2026-08-02 15:54:00,0.374,3.611,2
2026-08-02 15:55:00,0.382,3.614,2
2026-08-02 15:56:00,0.376,3.585,2
2026-08-02 15:57:00,0.36,3.49,0
2026-08-02 15:58:00,0.316,3.126,2
2026-08-02 15:59:00,0.255,2.465,0
