"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-08-22 11:00:00,1.165,3.108,0
2026-08-22 11:01:00,1.178,3.205,2
2026-08-22 11:02:00,1.14,3.31,2
2026-08-22 11:03:00,1.116,3.4,0
2026-08-22 11:04:00,1.095,3.454,2
2026-08-22 11:05:00,1.087,3.576,2
2026-08-22 11:06:00,1.077,3.667,0
2026-08-22 11:07:00,1.037,3.713,0
2026-08-22 11:08:00,1.053,3.746,2
2026-08-22 11:09:00,1.087,3.785,2
2026-08-22 11:10:00,1.156,3.794,0
2026-08-22 11:11:00,1.222,3.806,2
2026-08-22 11:12:00,1.284,3.811,2
2026-08-22 11:13:00,1.32,3.783,0
2026-08-22 11:14:00,1.324,3.74,0
2026-08-22 11:15:00,1.288,3.666,2
2026-08-22 11:16:00,1.251,3.603,0
2026-08-22 11:17:00,1.231,3.495,0
2026-08-22 11:18:00,1.193,3.416,2
2026-08-22 11:19:00,1.137,3.299,2
2026-08-22 11:20:00,1.08,3.168,2
2026-08-22 11:21:00,1.044,3.078,0
2026-08-22 11:22:00,1.031,2.983,2
2026-08-22 11:23:00,1.028,2.935,0
2026-08-22 11:24:00,1.007,2.832,0
2026-08-22 11:25:00,0.958,2.783,2
2026-08-22 11:26:00,0.931,2.729,0
2026-08-22 11:27:00,0.901,2.713,0
2026-08-22 11:28:00,0.874,2.7,0
2026-08-22 11:29:00,0.851,2.704,2
2026-08-22 11:30:00,0.81,2.651,0
2026-08-22 11:31:00,0.805,2.647,2
2026-08-22 11:32:00,0.799,2.652,2
2026-08-22 11:33:00,0.815,2.665,0
2026-08-22 11:34:00,0.811,2.669,0
2026-08-22 11:35:00,0.786,2.65,0
2026-08-22 11:36:00,0.764,2.681,2
2026-08-22 11:37:00,0.737,2.708,0
2026-08-22 11:38:00,0.717,2.755,0
2026-08-22 11:39:00,0.684,2.802,2
2026-08-22 11:40:00,0.656,2.83,0
2026-08-22 11:41:00,0.633,2.821,0
2026-08-22 11:42:00,0.616,2.783,2
2026-08-22 11:43:00,0.608,2.757,0
2026-08-22 11:44:00,0.616,2.722,0
2026-08-22 11:45:00,0.609,2.685,0
2026-08-22 11:46:00,0.608,2.622,2
2026-08-22 11:47:00,0.649,2.598,2
2026-08-22 11:48:00,0.691,2.564,0
2026-08-22 11:49:00,0.711,2.517,2
2026-08-22 11:50:00,0.733,2.49,2
2026-08-22 11:51:00,0.791,2.488,0
2026-08-22 11:52:00,0.804,2.498,0
2026-08-22 11:53:00,0.85,2.544,2
2026-08-22 11:54:00,0.88,2.546,0
2026-08-22 11:55:00,0.901,2.535,0
2026-08-22 11:56:00,0.885,2.519,2
2026-08-22 11:57:00,0.879,2.538,2
2026-08-22 11:58:00,0.865,2.579,2
2026-08-22 11:59:00,0.837,2.576,2
