"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-12 12:00:00,0.978,0.952,1
2026-06-12 12:01:00,0.842,0.728,1
2026-06-12 12:02:00,0.776,0.607,1
2026-06-12 12:03:00,0.706,0.448,1
2026-06-12 12:04:00,0.654,0.312,1
2026-06-12 12:05:00,0.73,0.418,1
2026-06-12 12:06:00,0.885,0.658,1
2026-06-12 12:07:00,1.06,1.032,1
2026-06-12 12:08:00,1.254,1.462,0
2026-06-12 12:09:00,1.342,1.645,2
2026-06-12 12:10:00,1.347,1.677,2
2026-06-12 12:11:00,1.356,1.7,2
2026-06-12 12:12:00,1.357,1.733,0
2026-06-12 12:13:00,1.323,1.686,2
2026-06-12 12:14:00,1.218,1.512,0
2026-06-12 12:15:00,1.01,1.171,0
2026-06-12 12:16:00,0.832,0.734,1
2026-06-12 12:17:00,0.692,0.475,1
2026-06-12 12:18:00,0.684,0.431,1
2026-06-12 12:19:00,0.691,0.443,1
2026-06-12 12:20:00,0.712,0.454,1
2026-06-12 12:21:00,0.801,0.665,1
2026-06-12 12:22:00,1.029,1.066,2
2026-06-12 12:23:00,1.426,1.858,2
2026-06-12 12:24:00,1.471,1.977,0
2026-06-12 12:25:00,1.467,1.971,0
2026-06-12 12:26:00,1.449,2,0
2026-06-12 12:27:00,1.425,1.978,2
2026-06-12 12:28:00,1.38,1.948,0
2026-06-12 12:29:00,1.349,1.877,0
2026-06-12 12:30:00,1.07,1.343,2
2026-06-12 12:31:00,0.867,0.928,0
2026-06-12 12:32:00,0.6,0.404,1
2026-06-12 12:33:00,0.559,0.341,1
2026-06-12 12:34:00,0.573,0.328,1
2026-06-12 12:35:00,0.619,0.355,1
2026-06-12 12:36:00,0.625,0.38,1
2026-06-12 12:37:00,0.604,0.35,1
2026-06-12 12:38:00,0.585,0.307,1
2026-06-12 12:39:00,0.573,0.265,1
2026-06-12 12:40:00,0.588,0.276,1
2026-06-12 12:41:00,0.598,0.314,1
2026-06-12 12:42:00,0.591,0.353,1
2026-06-12 12:43:00,0.598,0.373,1
2026-06-12 12:44:00,0.588,0.336,1
2026-06-12 12:45:00,0.598,0.362,1
2026-06-12 12:46:00,0.71,0.564,1
2026-06-12 12:47:00,0.805,0.736,1
2026-06-12 12:48:00,0.819,0.804,1
2026-06-12 12:49:00,0.888,0.907,2
2026-06-12 12:50:00,1.094,1.25,2
2026-06-12 12:51:00,1.165,1.368,2
2026-06-12 12:52:00,1.205,1.527,0
2026-06-12 12:53:00,1.197,1.587,0
2026-06-12 12:54:00,1.113,1.495,2
2026-06-12 12:55:00,1.026,1.354,0
2026-06-12 12:56:00,1.001,1.309,0
2026-06-12 12:57:00,0.913,1.248,2
2026-06-12 12:58:00,0.836,1.133,2
2026-06-12 12:59:00,0.599,0.691,0
