"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-20 18:00:00,0.234,0.752,2
2026-06-20 18:01:00,0.24,0.863,0
2026-06-20 18:02:00,0.301,1.388,2
2026-06-20 18:03:00,0.347,1.792,2
2026-06-20 18:04:00,0.52,2.749,0
2026-06-20 18:05:00,0.57,3.181,0
2026-06-20 18:06:00,0.64,3.63,2
2026-06-20 18:07:00,0.625,3.577,2
2026-06-20 18:08:00,0.62,3.507,0
2026-06-20 18:09:00,0.614,3.38,0
2026-06-20 18:10:00,0.624,3.381,2
2026-06-20 18:11:00,0.595,3.122,0
2026-06-20 18:12:00,0.514,2.513,0
2026-06-20 18:13:00,0.366,1.66,2
2026-06-20 18:14:00,0.276,1.064,0
2026-06-20 18:15:00,0.285,1.033,0
2026-06-20 18:16:00,0.295,1.052,0
2026-06-20 18:17:00,0.313,1.034,2
2026-06-20 18:18:00,0.308,0.941,2
2026-06-20 18:19:00,0.27,0.72,0
2026-06-20 18:20:00,0.246,0.54,2
2026-06-20 18:21:00,0.234,0.52,0
2026-06-20 18:22:00,0.258,0.585,0
2026-06-20 18:23:00,0.224,0.523,0
2026-06-20 18:24:00,0.228,0.554,2
2026-06-20 18:25:00,0.209,0.529,0
2026-06-20 18:26:00,0.204,0.488,0
2026-06-20 18:27:00,0.213,0.537,2
2026-06-20 18:28:00,0.237,0.862,0
2026-06-20 18:29:00,0.253,1.064,2
2026-06-20 18:30:00,0.261,1.187,2
2026-06-20 18:31:00,0.242,1.319,2
2026-06-20 18:32:00,0.251,1.428,0
2026-06-20 18:33:00,0.273,1.661,0
2026-06-20 18:34:00,0.278,1.9,2
2026-06-20 18:35:00,0.299,2.14,0
2026-06-20 18:36:00,0.298,2.185,0
2026-06-20 18:37:00,0.291,2.021,2
2026-06-20 18:38:00,0.271,2.105,2
2026-06-20 18:39:00,0.274,2.101,0
2026-06-20 18:40:00,0.287,2.144,2
2026-06-20 18:41:00,0.281,2.052,2
2026-06-20 18:42:00,0.262,1.99,0
2026-06-20 18:43:00,0.264,2.067,0
2026-06-20 18:44:00,0.269,2.368,2
2026-06-20 18:45:00,0.286,2.692,2
2026-06-20 18:46:00,0.265,2.77,0
2026-06-20 18:47:00,0.268,2.801,2
2026-06-20 18:48:00,0.259,3.017,2
2026-06-20 18:49:00,0.252,3.171,0
2026-06-20 18:50:00,0.257,3.349,0
2026-06-20 18:51:00,0.277,3.44,2
2026-06-20 18:52:00,0.258,3.331,0
2026-06-20 18:53:00,0.232,3.006,0
2026-06-20 18:54:00,0.251,2.994,0
2026-06-20 18:55:00,0.271,3.086,2
2026-06-20 18:56:00,0.273,3.089,2
2026-06-20 18:57:00,0.273,3.039,0
2026-06-20 18:58:00,0.263,2.991,2
2026-06-20 18:59:00,0.269,2.963,0
