"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-02 14:00:00,0.486,1.598,0
2026-06-02 14:01:00,0.486,1.584,2
2026-06-02 14:02:00,0.486,1.661,0
2026-06-02 14:03:00,0.494,1.751,0
2026-06-02 14:04:00,0.512,1.821,2
2026-06-02 14:05:00,0.535,1.925,0
2026-06-02 14:06:00,0.572,2.026,0
2026-06-02 14:07:00,0.628,2.159,2
2026-06-02 14:08:00,0.7,2.427,2
2026-06-02 14:09:00,4.71,9.903,0
2026-06-02 14:10:00,2.739,7.467,0
2026-06-02 14:11:00,1.312,3.811,2
2026-06-02 14:12:00,1.376,3.707,2
2026-06-02 14:13:00,1.379,3.923,0
2026-06-02 14:14:00,1.343,3.953,2
2026-06-02 14:15:00,1.275,3.911,2
2026-06-02 14:16:00,1.196,3.738,0
2026-06-02 14:17:00,1.126,3.6,0
2026-06-02 14:18:00,1.041,3.371,2
2026-06-02 14:19:00,0.945,3.108,0
2026-06-02 14:20:00,0.864,3.036,0
2026-06-02 14:21:00,0.773,2.697,2
2026-06-02 14:22:00,0.757,2.661,2
2026-06-02 14:23:00,0.723,2.406,2
2026-06-02 14:24:00,0.744,2.5,2
2026-06-02 14:25:00,0.743,2.489,2
2026-06-02 14:26:00,0.764,2.552,0
2026-06-02 14:27:00,0.776,2.74,0
2026-06-02 14:28:00,0.783,2.824,2
2026-06-02 14:29:00,0.874,3.009,0
2026-06-02 14:30:00,0.903,3.066,0
2026-06-02 14:31:00,0.896,3.065,2
2026-06-02 14:32:00,0.849,2.883,2
2026-06-02 14:33:00,0.827,2.733,0
2026-06-02 14:34:00,0.816,2.648,2
2026-06-02 14:35:00,0.793,2.495,2
2026-06-02 14:36:00,0.744,2.184,0
2026-06-02 14:37:00,0.715,1.989,0
2026-06-02 14:38:00,0.655,1.742,2
2026-06-02 14:39:00,0.589,1.513,2
2026-06-02 14:40:00,0.613,1.621,0
2026-06-02 14:41:00,0.64,1.751,0
2026-06-02 14:42:00,0.656,1.92,2
2026-06-02 14:43:00,0.68,2.093,0
2026-06-02 14:44:00,0.706,2.3,0
2026-06-02 14:45:00,0.775,2.511,2
2026-06-02 14:46:00,0.857,2.755,0
2026-06-02 14:47:00,0.935,2.966,0
2026-06-02 14:48:00,0.981,3.106,0
2026-06-02 14:49:00,1.07,3.209,2
2026-06-02 14:50:00,1.162,3.332,2
2026-06-02 14:51:00,1.345,3.56,0
2026-06-02 14:52:00,1.379,3.628,2
2026-06-02 14:53:00,1.375,3.607,0
2026-06-02 14:54:00,1.329,3.588,0
2026-06-02 14:55:00,1.286,3.537,0
2026-06-02 14:56:00,1.278,3.524,2
2026-06-02 14:57:00,1.2,3.526,0
2026-06-02 14:58:00,1.162,3.551,0
2026-06-02 14:59:00,1.057,3.479,2
