"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-01 19:00:00,0.277,1.645,2
2026-06-01 19:01:00,0.396,1.936,0
2026-06-01 19:02:00,0.49,2.097,0
2026-06-01 19:03:00,0.623,2.294,2
2026-06-01 19:04:00,0.744,2.565,0
2026-06-01 19:05:00,0.76,2.607,0
2026-06-01 19:06:00,0.765,2.623,0
2026-06-01 19:07:00,0.771,2.609,2
2026-06-01 19:08:00,0.738,2.568,2
2026-06-01 19:09:00,0.62,2.332,0
2026-06-01 19:10:00,0.546,2.163,2
2026-06-01 19:11:00,0.479,2.069,0
2026-06-01 19:12:00,0.404,1.933,0
2026-06-01 19:13:00,0.389,1.864,0
2026-06-01 19:14:00,0.381,1.899,0
2026-06-01 19:15:00,0.53,2.204,0
2026-06-01 19:16:00,0.586,2.303,0
2026-06-01 19:17:00,0.707,2.46,2
2026-06-01 19:18:00,0.721,2.468,0
2026-06-01 19:19:00,0.713,2.457,2
2026-06-01 19:20:00,0.624,2.258,2
2026-06-01 19:21:00,0.546,2.129,0
2026-06-01 19:22:00,0.522,2.061,0
2026-06-01 19:23:00,0.482,1.943,0
2026-06-01 19:24:00,0.351,1.685,2
2026-06-01 19:25:00,0.185,1.477,0
2026-06-01 19:26:00,0.14,1.392,0
2026-06-01 19:27:00,0.126,1.356,2
2026-06-01 19:28:00,0.126,1.283,0
2026-06-01 19:29:00,0.156,1.308,0
2026-06-01 19:30:00,0.281,1.476,2
2026-06-01 19:31:00,0.528,1.851,2
2026-06-01 19:32:00,0.733,2.285,0
2026-06-01 19:33:00,0.934,2.663,0
2026-06-01 19:34:00,1.103,3.048,2
2026-06-01 19:35:00,1.171,3.175,2
2026-06-01 19:36:00,1.2,3.214,0
2026-06-01 19:37:00,1.194,3.222,2
2026-06-01 19:38:00,1.124,3.095,2
2026-06-01 19:39:00,0.896,2.748,0
2026-06-01 19:40:00,0.763,2.472,0
2026-06-01 19:41:00,0.54,2.053,2
2026-06-01 19:42:00,0.292,1.492,0
2026-06-01 19:43:00,0.18,1.235,0
2026-06-01 19:44:00,0.114,1.115,2
2026-06-01 19:45:00,0.125,1.116,2
2026-06-01 19:46:00,0.165,1.15,2
2026-06-01 19:47:00,0.288,1.375,2
2026-06-01 19:48:00,0.327,1.395,2
2026-06-01 19:49:00,0.367,1.451,0
2026-06-01 19:50:00,0.398,1.481,0
2026-06-01 19:51:00,0.44,1.544,2
2026-06-01 19:52:00,0.506,1.691,0
2026-06-01 19:53:00,0.55,1.799,0
2026-06-01 19:54:00,0.568,1.855,0
2026-06-01 19:55:00,0.527,1.827,2
2026-06-01 19:56:00,0.455,1.74,0
2026-06-01 19:57:00,0.401,1.737,2
2026-06-01 19:58:00,0.381,1.746,2
2026-06-01 19:59:00,0.355,1.739,0
