"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-15 14:00:00,0.774,2.7,2
2026-06-15 14:01:00,0.78,2.688,2
2026-06-15 14:02:00,0.763,2.665,0
2026-06-15 14:03:00,0.767,2.703,2
2026-06-15 14:04:00,0.774,2.74,2
2026-06-15 14:05:00,0.771,2.777,0
2026-06-15 14:06:00,0.778,2.796,0
2026-06-15 14:07:00,0.783,2.859,2
2026-06-15 14:08:00,0.782,2.865,0
2026-06-15 14:09:00,0.776,2.868,0
2026-06-15 14:10:00,0.76,2.875,2
2026-06-15 14:11:00,0.759,2.86,2
2026-06-15 14:12:00,0.758,2.812,2
2026-06-15 14:13:00,0.759,2.777,2
2026-06-15 14:14:00,0.771,2.733,2
2026-06-15 14:15:00,0.766,2.713,0
2026-06-15 14:16:00,0.781,2.707,0
2026-06-15 14:17:00,0.789,2.735,2
2026-06-15 14:18:00,0.806,2.802,0
2026-06-15 14:19:00,0.831,2.866,0
2026-06-15 14:20:00,0.826,2.942,0
2026-06-15 14:21:00,0.814,2.948,2
2026-06-15 14:22:00,0.805,2.973,0
2026-06-15 14:23:00,0.803,2.96,2
2026-06-15 14:24:00,0.811,2.959,2
2026-06-15 14:25:00,0.789,2.939,0
2026-06-15 14:26:00,0.789,2.952,0
2026-06-15 14:27:00,0.768,2.906,0
2026-06-15 14:28:00,0.76,2.901,2
2026-06-15 14:29:00,0.771,2.87,0
2026-06-15 14:30:00,0.77,2.903,0
2026-06-15 14:31:00,0.763,2.902,2
2026-06-15 14:32:00,0.759,2.928,0
2026-06-15 14:33:00,0.748,2.919,0
2026-06-15 14:34:00,0.72,2.894,2
2026-06-15 14:35:00,0.706,2.893,0
2026-06-15 14:36:00,0.716,2.911,0
2026-06-15 14:37:00,0.709,2.942,0
2026-06-15 14:38:00,0.716,3.011,2
2026-06-15 14:39:00,0.719,3.042,2
2026-06-15 14:40:00,0.75,3.135,0
2026-06-15 14:41:00,0.758,3.201,2
2026-06-15 14:42:00,0.778,3.294,2
2026-06-15 14:43:00,0.779,3.314,0
2026-06-15 14:44:00,0.778,3.333,0
2026-06-15 14:45:00,0.763,3.345,2
2026-06-15 14:46:00,0.764,3.354,0
2026-06-15 14:47:00,0.761,3.348,0
2026-06-15 14:48:00,0.746,3.355,2
2026-06-15 14:49:00,0.738,3.349,2
2026-06-15 14:50:00,0.717,3.313,2
2026-06-15 14:51:00,0.702,3.253,2
2026-06-15 14:52:00,0.686,3.215,2
2026-06-15 14:53:00,0.71,3.22,0
2026-06-15 14:54:00,0.7,3.226,0
2026-06-15 14:55:00,0.694,3.198,2
2026-06-15 14:56:00,0.697,3.19,0
2026-06-15 14:57:00,0.701,3.205,0
2026-06-15 14:58:00,0.725,3.256,2
2026-06-15 14:59:00,0.75,3.331,2
