"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-06 23:00:00,0.128,0.332,2
2026-06-06 23:01:00,0.121,0.331,0
2026-06-06 23:02:00,0.105,0.368,0
2026-06-06 23:03:00,0.101,0.385,2
2026-06-06 23:04:00,0.093,0.423,0
2026-06-06 23:05:00,0.104,0.442,0
2026-06-06 23:06:00,0.152,0.457,2
2026-06-06 23:07:00,0.158,0.432,2
2026-06-06 23:08:00,0.16,0.378,2
2026-06-06 23:09:00,0.164,0.325,2
2026-06-06 23:10:00,0.178,0.313,2
2026-06-06 23:11:00,0.182,0.302,0
2026-06-06 23:12:00,0.181,0.239,0
2026-06-06 23:13:00,0.174,0.191,2
2026-06-06 23:14:00,0.147,0.129,1
2026-06-06 23:15:00,0.117,0.115,1
2026-06-06 23:16:00,0.1,0.122,2
2026-06-06 23:17:00,0.089,0.131,2
2026-06-06 23:18:00,0.088,0.123,0
2026-06-06 23:19:00,0.071,0.096,2
2026-06-06 23:20:00,0.093,0.146,2
2026-06-06 23:21:00,0.139,0.23,0
2026-06-06 23:22:00,0.157,0.3,0
2026-06-06 23:23:00,0.206,0.469,2
2026-06-06 23:24:00,0.2,0.525,2
2026-06-06 23:25:00,0.21,0.574,0
2026-06-06 23:26:00,0.21,0.621,2
2026-06-06 23:27:00,0.217,0.677,2
2026-06-06 23:28:00,0.19,0.684,0
2026-06-06 23:29:00,0.176,0.722,0
2026-06-06 23:30:00,0.138,0.725,2
2026-06-06 23:31:00,0.075,0.643,0
2026-06-06 23:32:00,0.083,0.584,0
2026-06-06 23:33:00,0.084,0.601,0
2026-06-06 23:34:00,0.096,0.616,2
2026-06-06 23:35:00,0.092,0.672,2
2026-06-06 23:36:00,0.106,0.7,0
2026-06-06 23:37:00,0.102,0.727,2
2026-06-06 23:38:00,0.096,0.714,0
2026-06-06 23:39:00,0.11,0.728,0
2026-06-06 23:40:00,0.101,0.737,0
2026-06-06 23:41:00,0.095,0.706,0
2026-06-06 23:42:00,0.085,0.692,0
2026-06-06 23:43:00,0.077,0.655,0
2026-06-06 23:44:00,0.073,0.609,2
2026-06-06 23:45:00,0.077,0.58,0
2026-06-06 23:46:00,0.084,0.556,2
2026-06-06 23:47:00,0.066,0.563,2
2026-06-06 23:48:00,0.052,0.57,0
2026-06-06 23:49:00,0.058,0.558,0
2026-06-06 23:50:00,0.052,0.611,0
2026-06-06 23:51:00,0.052,0.619,2
2026-06-06 23:52:00,0.041,0.645,0
2026-06-06 23:53:00,0.078,0.745,0
2026-06-06 23:54:00,0.107,0.861,2
2026-06-06 23:55:00,0.13,0.929,2
2026-06-06 23:56:00,0.165,0.949,0
2026-06-06 23:57:00,0.181,1.012,2
2026-06-06 23:58:00,0.19,0.945,2
2026-06-06 23:59:00,0.184,0.994,0
