"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-23 08:00:00,1.976,6.506,2
2026-06-23 08:01:00,1.976,6.506,0
2026-06-23 08:02:00,2.075,6.789,2
2026-06-23 08:03:00,2.225,7.106,2
2026-06-23 08:04:00,2.317,7.223,0
2026-06-23 08:05:00,2.372,7.324,0
2026-06-23 08:06:00,2.391,7.346,2
2026-06-23 08:07:00,2.387,7.296,2
2026-06-23 08:08:00,2.322,7.115,0
2026-06-23 08:09:00,2.19,6.865,2
2026-06-23 08:10:00,2.034,6.535,2
2026-06-23 08:11:00,1.919,6.19,0
2026-06-23 08:12:00,1.823,6.002,0
2026-06-23 08:13:00,1.749,5.807,2
2026-06-23 08:14:00,1.741,5.783,0
2026-06-23 08:15:00,1.749,5.773,0
2026-06-23 08:16:00,1.717,5.735,2
2026-06-23 08:17:00,1.701,5.674,2
2026-06-23 08:18:00,1.661,5.557,2
2026-06-23 08:19:00,1.641,5.528,2
2026-06-23 08:20:00,1.646,5.558,2
2026-06-23 08:21:00,1.656,5.581,0
2026-06-23 08:22:00,1.633,5.549,0
2026-06-23 08:23:00,1.6,5.466,2
2026-06-23 08:24:00,1.56,5.387,0
2026-06-23 08:25:00,1.591,NA,0
2026-06-23 08:26:00,1.591,5.379,2
2026-06-23 08:27:00,1.616,5.45,2
2026-06-23 08:28:00,1.614,5.441,0
2026-06-23 08:29:00,1.562,5.335,2
2026-06-23 08:30:00,1.519,5.227,2
2026-06-23 08:31:00,1.452,5.103,0
2026-06-23 08:32:00,1.41,NA,0
2026-06-23 08:33:00,1.41,4.952,0
2026-06-23 08:34:00,1.32,4.845,2
2026-06-23 08:35:00,1.228,4.599,0
2026-06-23 08:36:00,1.187,4.498,0
2026-06-23 08:37:00,1.125,4.356,2
2026-06-23 08:38:00,1.065,4.217,0
2026-06-23 08:39:00,1.009,NA,0
2026-06-23 08:40:00,1.009,4.068,2
2026-06-23 08:41:00,0.965,3.973,0
2026-06-23 08:42:00,0.968,3.883,0
2026-06-23 08:43:00,0.98,3.893,0
2026-06-23 08:44:00,0.957,NA,2
2026-06-23 08:45:00,0.957,3.812,2
2026-06-23 08:46:00,0.985,3.857,0
2026-06-23 08:47:00,1.086,3.982,2
2026-06-23 08:48:00,1.151,4.152,0
2026-06-23 08:49:00,1.174,NA,0
2026-06-23 08:50:00,1.174,4.251,0
2026-06-23 08:51:00,1.209,4.409,2
2026-06-23 08:52:00,1.234,4.555,0
2026-06-23 08:53:00,1.257,4.577,0
2026-06-23 08:54:00,1.257,4.577,2
2026-06-23 08:55:00,1.226,4.499,2
2026-06-23 08:56:00,1.118,4.273,2
2026-06-23 08:57:00,1.074,4.148,2
2026-06-23 08:58:00,1.074,4.148,2
2026-06-23 08:59:00,1.044,4.034,0
