"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-01 16:00:00,0.864,3.274,0
2026-06-01 16:01:00,0.775,3.02,2
2026-06-01 16:02:00,0.752,2.974,0
2026-06-01 16:03:00,0.751,3.045,0
2026-06-01 16:04:00,0.677,2.978,2
2026-06-01 16:05:00,0.596,2.846,0
2026-06-01 16:06:00,0.542,2.747,0
2026-06-01 16:07:00,0.524,2.684,0
2026-06-01 16:08:00,0.548,2.734,2
2026-06-01 16:09:00,0.612,2.859,2
2026-06-01 16:10:00,0.719,3.09,0
2026-06-01 16:11:00,0.942,3.364,2
2026-06-01 16:12:00,1.032,3.464,0
2026-06-01 16:13:00,1.034,3.457,0
2026-06-01 16:14:00,1.048,3.414,0
2026-06-01 16:15:00,1.062,3.38,2
2026-06-01 16:16:00,1.113,3.425,0
2026-06-01 16:17:00,1.123,3.453,0
2026-06-01 16:18:00,1.137,3.5,2
2026-06-01 16:19:00,1.049,3.295,2
2026-06-01 16:20:00,0.858,2.995,2
2026-06-01 16:21:00,0.792,2.787,2
2026-06-01 16:22:00,0.764,2.722,2
2026-06-01 16:23:00,0.725,2.712,0
2026-06-01 16:24:00,0.691,2.68,0
2026-06-01 16:25:00,0.664,2.639,2
2026-06-01 16:26:00,0.591,2.499,0
2026-06-01 16:27:00,0.566,2.502,0
2026-06-01 16:28:00,0.585,2.547,2
2026-06-01 16:29:00,0.596,2.557,2
2026-06-01 16:30:00,0.605,2.603,0
2026-06-01 16:31:00,0.61,2.631,2
2026-06-01 16:32:00,0.595,2.594,2
2026-06-01 16:33:00,0.559,2.528,0
2026-06-01 16:34:00,0.563,2.517,0
2026-06-01 16:35:00,0.544,2.442,2
2026-06-01 16:36:00,0.489,2.384,2
2026-06-01 16:37:00,0.45,2.364,0
2026-06-01 16:38:00,0.42,2.369,2
2026-06-01 16:39:00,0.404,2.377,2
2026-06-01 16:40:00,0.453,2.478,0
2026-06-01 16:41:00,0.525,2.536,0
2026-06-01 16:42:00,0.7,2.917,2
2026-06-01 16:43:00,0.743,3.01,0
2026-06-01 16:44:00,0.941,3.36,0
2026-06-01 16:45:00,1.069,3.671,0
2026-06-01 16:46:00,1.177,3.907,2
2026-06-01 16:47:00,1.315,4.197,2
2026-06-01 16:48:00,1.297,4.196,0
2026-06-01 16:49:00,1.258,4.138,2
2026-06-01 16:50:00,1.057,3.821,0
2026-06-01 16:51:00,1.025,3.727,0
2026-06-01 16:52:00,0.937,3.609,0
2026-06-01 16:53:00,0.751,3.31,0
2026-06-01 16:54:00,0.613,3.014,0
2026-06-01 16:55:00,0.526,2.885,0
2026-06-01 16:56:00,0.428,2.731,2
2026-06-01 16:57:00,0.454,2.772,0
2026-06-01 16:58:00,0.474,2.855,2
2026-06-01 16:59:00,0.758,3.174,2
