"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-13 23:00:00,0.128,1.858,2
2026-06-13 23:01:00,0.114,1.896,0
2026-06-13 23:02:00,0.115,1.894,0
2026-06-13 23:03:00,0.106,1.903,2
2026-06-13 23:04:00,0.105,1.912,2
2026-06-13 23:05:00,0.105,1.931,0
2026-06-13 23:06:00,0.109,1.914,2
2026-06-13 23:07:00,0.103,1.927,2
2026-06-13 23:08:00,0.094,1.912,0
2026-06-13 23:09:00,0.103,1.908,0
2026-06-13 23:10:00,0.089,1.898,2
2026-06-13 23:11:00,0.077,1.913,0
2026-06-13 23:12:00,0.072,1.944,0
2026-06-13 23:13:00,0.06,2.21,2
2026-06-13 23:14:00,0.053,2.369,2
2026-06-13 23:15:00,0.036,2.445,2
2026-06-13 23:16:00,0.034,2.509,2
2026-06-13 23:17:00,0.038,2.632,2
2026-06-13 23:18:00,0.032,2.705,0
2026-06-13 23:19:00,0.033,2.861,0
2026-06-13 23:20:00,0.037,2.956,2
2026-06-13 23:21:00,0.048,2.922,0
2026-06-13 23:22:00,0.052,2.776,0
2026-06-13 23:23:00,0.046,2.727,2
2026-06-13 23:24:00,0.039,2.749,2
2026-06-13 23:25:00,0.033,2.74,0
2026-06-13 23:26:00,0.034,2.68,2
2026-06-13 23:27:00,0.026,2.618,2
2026-06-13 23:28:00,0.019,2.542,0
2026-06-13 23:29:00,0.018,2.481,0
2026-06-13 23:30:00,0.017,2.383,2
2026-06-13 23:31:00,0.02,2.342,2
2026-06-13 23:32:00,0.019,2.303,0
2026-06-13 23:33:00,0.02,2.229,0
2026-06-13 23:34:00,0.035,2.167,2
2026-06-13 23:35:00,0.039,2.127,0
2026-06-13 23:36:00,0.057,2.082,0
2026-06-13 23:37:00,0.062,2.04,2
2026-06-13 23:38:00,0.073,1.999,0
2026-06-13 23:39:00,0.07,1.964,0
2026-06-13 23:40:00,0.076,1.844,0
2026-06-13 23:41:00,0.083,1.749,2
2026-06-13 23:42:00,0.077,1.681,2
2026-06-13 23:43:00,0.072,1.61,0
2026-06-13 23:44:00,0.05,1.518,2
2026-06-13 23:45:00,0.043,1.458,0
2026-06-13 23:46:00,0.034,1.345,0
2026-06-13 23:47:00,0.027,1.277,0
2026-06-13 23:48:00,0.033,1.251,0
2026-06-13 23:49:00,0.032,1.228,0
2026-06-13 23:50:00,0.024,1.181,0
2026-06-13 23:51:00,0.031,1.124,2
2026-06-13 23:52:00,0.028,1.009,0
2026-06-13 23:53:00,0.027,0.943,2
2026-06-13 23:54:00,0.03,0.871,2
2026-06-13 23:55:00,0.029,0.835,0
2026-06-13 23:56:00,0.025,0.759,0
2026-06-13 23:57:00,0.018,0.693,0
2026-06-13 23:58:00,0.024,0.62,2
2026-06-13 23:59:00,0.025,0.565,0
