"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-11 16:00:00,2.795,5.287,2
2026-06-11 16:01:00,2.814,5.333,0
2026-06-11 16:02:00,2.839,5.432,2
2026-06-11 16:03:00,2.821,5.463,2
2026-06-11 16:04:00,2.765,5.423,0
2026-06-11 16:05:00,2.499,5.103,0
2026-06-11 16:06:00,1.897,4.185,2
2026-06-11 16:07:00,1.704,3.987,2
2026-06-11 16:08:00,1.538,3.803,0
2026-06-11 16:09:00,1.645,4.022,2
2026-06-11 16:10:00,1.836,4.384,2
2026-06-11 16:11:00,1.915,4.568,0
2026-06-11 16:12:00,2.077,4.906,0
2026-06-11 16:13:00,2.31,5.245,2
2026-06-11 16:14:00,2.541,5.611,0
2026-06-11 16:15:00,2.594,5.727,0
2026-06-11 16:16:00,2.541,5.636,2
2026-06-11 16:17:00,2.433,5.451,2
2026-06-11 16:18:00,2.29,5.202,2
2026-06-11 16:19:00,2.105,4.858,0
2026-06-11 16:20:00,1.963,4.555,2
2026-06-11 16:21:00,1.696,4.117,0
2026-06-11 16:22:00,1.511,3.825,0
2026-06-11 16:23:00,1.308,3.533,2
2026-06-11 16:24:00,1.301,3.443,0
2026-06-11 16:25:00,1.594,3.79,0
2026-06-11 16:26:00,1.75,4.023,0
2026-06-11 16:27:00,1.899,4.306,2
2026-06-11 16:28:00,2.329,4.833,0
2026-06-11 16:29:00,2.513,5.183,2
2026-06-11 16:30:00,2.515,5.225,2
2026-06-11 16:31:00,2.541,5.238,0
2026-06-11 16:32:00,2.549,5.285,0
2026-06-11 16:33:00,2.359,4.944,0
2026-06-11 16:34:00,2.157,4.73,2
2026-06-11 16:35:00,2.074,4.518,0
2026-06-11 16:36:00,1.636,3.815,0
2026-06-11 16:37:00,1.415,3.396,2
2026-06-11 16:38:00,1.338,3.191,0
2026-06-11 16:39:00,1.302,3.072,0
2026-06-11 16:40:00,1.291,2.98,2
2026-06-11 16:41:00,1.286,2.948,2
2026-06-11 16:42:00,1.274,2.879,0
2026-06-11 16:43:00,1.272,2.868,0
2026-06-11 16:44:00,1.271,2.859,2
2026-06-11 16:45:00,1.27,2.849,2
2026-06-11 16:46:00,1.282,2.929,0
2026-06-11 16:47:00,1.325,3.042,2
2026-06-11 16:48:00,1.418,3.203,2
2026-06-11 16:49:00,1.573,3.391,0
2026-06-11 16:50:00,1.816,3.763,0
2026-06-11 16:51:00,13.558,16.159,2
2026-06-11 16:52:00,5.864,10.131,0
2026-06-11 16:53:00,3.974,6.631,0
2026-06-11 16:54:00,8.154,12.283,2
2026-06-11 16:55:00,7.889,12.06,2
2026-06-11 16:56:00,7.231,11.154,2
2026-06-11 16:57:00,7.284,11.206,2
2026-06-11 16:58:00,6.94,10.9,2
2026-06-11 16:59:00,6.169,9.938,0
