"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-16 23:00:00,0.279,2.359,0
2026-06-16 23:01:00,0.271,2.454,2
2026-06-16 23:02:00,0.234,2.375,0
2026-06-16 23:03:00,0.177,2.224,0
2026-06-16 23:04:00,0.176,2.17,2
2026-06-16 23:05:00,0.203,2.293,2
2026-06-16 23:06:00,0.208,2.371,2
2026-06-16 23:07:00,0.218,2.5,2
2026-06-16 23:08:00,0.209,2.456,2
2026-06-16 23:09:00,0.206,2.357,0
2026-06-16 23:10:00,0.202,2.397,0
2026-06-16 23:11:00,0.197,2.532,2
2026-06-16 23:12:00,0.186,2.612,0
2026-06-16 23:13:00,0.165,2.6,0
2026-06-16 23:14:00,0.142,2.606,2
2026-06-16 23:15:00,0.133,2.603,2
2026-06-16 23:16:00,0.135,2.624,0
2026-06-16 23:17:00,0.128,2.746,2
2026-06-16 23:18:00,0.117,2.821,2
2026-06-16 23:19:00,0.111,2.831,0
2026-06-16 23:20:00,0.166,2.824,0
2026-06-16 23:21:00,0.192,2.845,2
2026-06-16 23:22:00,0.255,2.873,2
2026-06-16 23:23:00,0.318,2.929,0
2026-06-16 23:24:00,0.317,2.935,0
2026-06-16 23:25:00,0.307,2.884,2
2026-06-16 23:26:00,0.306,2.814,0
2026-06-16 23:27:00,0.31,2.699,0
2026-06-16 23:28:00,0.282,2.598,2
2026-06-16 23:29:00,0.247,2.462,0
2026-06-16 23:30:00,0.221,2.269,0
2026-06-16 23:31:00,0.125,1.984,0
2026-06-16 23:32:00,0.112,1.788,2
2026-06-16 23:33:00,0.106,1.629,2
2026-06-16 23:34:00,0.12,1.58,0
2026-06-16 23:35:00,0.159,1.676,2
2026-06-16 23:36:00,0.222,1.848,0
2026-06-16 23:37:00,0.244,1.93,0
2026-06-16 23:38:00,0.263,1.975,0
2026-06-16 23:39:00,0.265,2.101,0
2026-06-16 23:40:00,0.255,2.094,0
2026-06-16 23:41:00,0.255,2.157,0
2026-06-16 23:42:00,0.257,2.221,2
2026-06-16 23:43:00,0.247,2.21,0
2026-06-16 23:44:00,0.191,2.144,2
2026-06-16 23:45:00,0.171,2.071,2
2026-06-16 23:46:00,0.159,2.108,2
2026-06-16 23:47:00,0.156,2.146,0
2026-06-16 23:48:00,0.235,2.397,0
2026-06-16 23:49:00,0.417,2.92,2
2026-06-16 23:50:00,0.547,3.278,0
2026-06-16 23:51:00,0.584,3.392,0
2026-06-16 23:52:00,0.597,3.333,2
2026-06-16 23:53:00,0.602,3.226,2
2026-06-16 23:54:00,0.597,3.165,0
2026-06-16 23:55:00,0.597,3.12,2
2026-06-16 23:56:00,0.521,2.87,2
2026-06-16 23:57:00,0.359,2.521,0
2026-06-16 23:58:00,0.23,2.081,0
2026-06-16 23:59:00,0.17,1.901,2
