"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-15 22:00:00,0.077,3.849,0
2026-06-15 22:01:00,0.072,3.884,2
2026-06-15 22:02:00,0.062,3.925,2
2026-06-15 22:03:00,0.048,3.962,0
2026-06-15 22:04:00,0.044,3.984,2
2026-06-15 22:05:00,0.051,4.001,2
2026-06-15 22:06:00,0.055,4.005,0
2026-06-15 22:07:00,0.06,4.03,0
2026-06-15 22:08:00,0.051,4.057,2
2026-06-15 22:09:00,0.052,4.044,2
2026-06-15 22:10:00,0.055,4.047,0
2026-06-15 22:11:00,0.057,4.047,2
2026-06-15 22:12:00,0.072,4.029,2
2026-06-15 22:13:00,0.064,4.019,0
2026-06-15 22:14:00,0.07,4.012,0
2026-06-15 22:15:00,0.065,3.968,2
2026-06-15 22:16:00,0.071,3.927,0
2026-06-15 22:17:00,0.074,3.859,0
2026-06-15 22:18:00,0.065,3.833,0
2026-06-15 22:19:00,0.067,3.786,2
2026-06-15 22:20:00,0.062,3.751,2
2026-06-15 22:21:00,0.052,3.728,0
2026-06-15 22:22:00,0.051,3.73,2
2026-06-15 22:23:00,0.045,3.804,0
2026-06-15 22:24:00,0.044,3.968,0
2026-06-15 22:25:00,0.04,4.167,0
2026-06-15 22:26:00,0.032,4.37,0
2026-06-15 22:27:00,0.035,4.499,0
2026-06-15 22:28:00,0.031,4.633,0
2026-06-15 22:29:00,0.043,4.705,2
2026-06-15 22:30:00,0.042,4.788,0
2026-06-15 22:31:00,0.044,4.85,2
2026-06-15 22:32:00,0.038,4.778,2
2026-06-15 22:33:00,0.037,4.67,0
2026-06-15 22:34:00,0.042,4.58,0
2026-06-15 22:35:00,0.038,4.483,0
2026-06-15 22:36:00,0.046,4.513,2
2026-06-15 22:37:00,0.041,4.504,0
2026-06-15 22:38:00,0.042,4.564,0
2026-06-15 22:39:00,0.045,4.639,2
2026-06-15 22:40:00,0.06,4.742,2
2026-06-15 22:41:00,0.074,4.88,0
2026-06-15 22:42:00,0.079,5.018,2
2026-06-15 22:43:00,0.077,5.111,2
2026-06-15 22:44:00,0.09,5.237,0
2026-06-15 22:45:00,0.09,5.31,0
2026-06-15 22:46:00,0.095,5.346,2
2026-06-15 22:47:00,0.107,5.366,2
2026-06-15 22:48:00,0.11,5.405,0
2026-06-15 22:49:00,0.118,5.395,2
2026-06-15 22:50:00,0.119,5.498,2
2026-06-15 22:51:00,0.126,5.554,0
2026-06-15 22:52:00,0.113,5.544,0
2026-06-15 22:53:00,0.118,5.587,2
2026-06-15 22:54:00,0.13,5.643,0
2026-06-15 22:55:00,0.134,5.73,0
2026-06-15 22:56:00,0.119,5.652,2
2026-06-15 22:57:00,0.119,5.556,2
2026-06-15 22:58:00,0.104,5.397,2
2026-06-15 22:59:00,0.093,5.152,0
