"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-07-24 19:00:00,0.159,2.799,2
2026-07-24 19:01:00,0.128,2.6,2
2026-07-24 19:02:00,0.111,2.566,0
2026-07-24 19:03:00,0.102,2.497,0
2026-07-24 19:04:00,0.113,2.391,2
2026-07-24 19:05:00,0.118,2.418,2
2026-07-24 19:06:00,0.137,2.429,0
2026-07-24 19:07:00,0.152,2.426,2
2026-07-24 19:08:00,0.162,2.509,2
2026-07-24 19:09:00,0.171,2.587,0
2026-07-24 19:10:00,0.18,2.708,0
2026-07-24 19:11:00,0.189,2.757,2
2026-07-24 19:12:00,0.212,2.823,0
2026-07-24 19:13:00,0.211,2.845,0
2026-07-24 19:14:00,0.194,2.883,0
2026-07-24 19:15:00,0.189,2.922,2
2026-07-24 19:16:00,0.186,2.919,2
2026-07-24 19:17:00,0.164,2.883,0
2026-07-24 19:18:00,0.151,2.795,2
2026-07-24 19:19:00,0.143,2.712,0
2026-07-24 19:20:00,0.131,2.698,0
2026-07-24 19:21:00,0.124,2.667,0
2026-07-24 19:22:00,0.15,2.624,0
2026-07-24 19:23:00,0.234,2.76,0
2026-07-24 19:24:00,0.245,2.81,0
2026-07-24 19:25:00,0.271,2.848,2
2026-07-24 19:26:00,0.279,2.862,0
2026-07-24 19:27:00,0.295,2.913,2
2026-07-24 19:28:00,0.31,2.945,2
2026-07-24 19:29:00,0.299,2.86,0
2026-07-24 19:30:00,0.291,2.861,0
2026-07-24 19:31:00,0.228,2.746,0
2026-07-24 19:32:00,0.172,2.452,2
2026-07-24 19:33:00,0.156,2.271,0
2026-07-24 19:34:00,0.132,2.089,0
2026-07-24 19:35:00,0.117,1.909,2
2026-07-24 19:36:00,0.101,1.767,2
2026-07-24 19:37:00,0.087,1.706,0
2026-07-24 19:38:00,0.101,1.695,2
2026-07-24 19:39:00,0.1,1.677,2
2026-07-24 19:40:00,0.113,1.703,0
2026-07-24 19:41:00,0.119,1.758,0
2026-07-24 19:42:00,0.114,1.812,2
2026-07-24 19:43:00,0.286,2.178,2
2026-07-24 19:44:00,0.505,2.825,0
2026-07-24 19:45:00,0.675,3.616,2
2026-07-24 19:46:00,0.716,3.981,2
2026-07-24 19:47:00,0.735,4.297,0
2026-07-24 19:48:00,0.76,4.635,0
2026-07-24 19:49:00,0.759,4.906,2
2026-07-24 19:50:00,0.763,5.079,0
2026-07-24 19:51:00,0.645,4.976,0
2026-07-24 19:52:00,0.504,4.802,2
2026-07-24 19:53:00,0.378,4.5,2
2026-07-24 19:54:00,0.32,4.32,2
2026-07-24 19:55:00,0.311,4.288,0
2026-07-24 19:56:00,0.276,4.075,2
2026-07-24 19:57:00,0.243,3.966,0
2026-07-24 19:58:00,0.226,3.905,0
2026-07-24 19:59:00,0.216,3.879,0
