"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-07-15 07:00:00,3.256,10.687,2
2026-07-15 07:01:00,1.555,5.578,0
2026-07-15 07:02:00,0.947,4.807,0
2026-07-15 07:03:00,1.044,5.243,2
2026-07-15 07:04:00,1.081,5.337,2
2026-07-15 07:05:00,1.088,5.333,0
2026-07-15 07:06:00,1.082,5.317,0
2026-07-15 07:07:00,1.078,5.314,2
2026-07-15 07:08:00,1.186,5.515,0
2026-07-15 07:09:00,1.362,5.804,0
2026-07-15 07:10:00,1.342,5.695,2
2026-07-15 07:11:00,1.417,5.817,0
2026-07-15 07:12:00,1.444,5.934,0
2026-07-15 07:13:00,1.467,6.034,0
2026-07-15 07:14:00,1.437,5.964,2
2026-07-15 07:15:00,1.537,6.126,2
2026-07-15 07:16:00,1.446,5.89,0
2026-07-15 07:17:00,1.283,5.604,2
2026-07-15 07:18:00,1.206,5.461,0
2026-07-15 07:19:00,1.356,5.811,0
2026-07-15 07:20:00,1.425,6.066,0
2026-07-15 07:21:00,1.49,6.087,0
2026-07-15 07:22:00,1.775,6.553,0
2026-07-15 07:23:00,1.939,6.817,0
2026-07-15 07:24:00,1.908,6.729,2
2026-07-15 07:25:00,2.004,6.864,0
2026-07-15 07:26:00,2.076,6.978,2
2026-07-15 07:27:00,2.08,6.91,2
2026-07-15 07:28:00,1.912,6.394,2
2026-07-15 07:29:00,1.86,6.054,0
2026-07-15 07:30:00,1.731,5.619,0
2026-07-15 07:31:00,1.373,4.794,2
2026-07-15 07:32:00,1.385,4.65,0
2026-07-15 07:33:00,1.29,4.45,0
2026-07-15 07:34:00,1.333,4.434,2
2026-07-15 07:35:00,1.287,4.238,2
2026-07-15 07:36:00,1.264,4.143,0
2026-07-15 07:37:00,1.225,4.104,2
2026-07-15 07:38:00,1.136,4.012,2
2026-07-15 07:39:00,1.045,3.86,0
2026-07-15 07:40:00,0.97,3.762,0
2026-07-15 07:41:00,0.937,3.63,2
2026-07-15 07:42:00,0.815,3.39,2
2026-07-15 07:43:00,0.705,3.174,0
2026-07-15 07:44:00,0.622,3.024,2
2026-07-15 07:45:00,0.527,2.912,2
2026-07-15 07:46:00,0.501,2.83,0
2026-07-15 07:47:00,0.498,2.838,0
2026-07-15 07:48:00,0.499,2.88,2
2026-07-15 07:49:00,0.515,2.923,0
2026-07-15 07:50:00,0.535,3.049,0
2026-07-15 07:51:00,0.537,3.08,2
2026-07-15 07:52:00,0.538,3.049,2
2026-07-15 07:53:00,0.532,2.979,2
2026-07-15 07:54:00,0.514,2.897,0
2026-07-15 07:55:00,0.51,2.82,2
2026-07-15 07:56:00,0.504,2.716,0
2026-07-15 07:57:00,0.483,2.642,0
2026-07-15 07:58:00,0.453,2.559,2
2026-07-15 07:59:00,0.449,2.473,0
