"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-07-30 01:00:00,0.111,1.232,0
2026-07-30 01:01:00,0.093,1.254,0
2026-07-30 01:02:00,0.075,1.245,0
2026-07-30 01:03:00,0.084,1.263,2
2026-07-30 01:04:00,0.076,1.268,0
2026-07-30 01:05:00,0.098,1.29,2
2026-07-30 01:06:00,0.106,1.333,2
2026-07-30 01:07:00,0.126,1.372,0
2026-07-30 01:08:00,0.135,1.417,0
2026-07-30 01:09:00,0.118,1.489,0
2026-07-30 01:10:00,0.13,1.622,2
2026-07-30 01:11:00,0.147,1.658,0
2026-07-30 01:12:00,0.129,1.715,0
2026-07-30 01:13:00,0.13,1.774,2
2026-07-30 01:14:00,0.125,1.777,0
2026-07-30 01:15:00,0.122,1.812,0
2026-07-30 01:16:00,0.12,1.843,2
2026-07-30 01:17:00,0.129,1.873,0
2026-07-30 01:18:00,0.136,1.836,0
2026-07-30 01:19:00,0.134,1.837,0
2026-07-30 01:20:00,0.142,1.851,2
2026-07-30 01:21:00,0.161,1.86,2
2026-07-30 01:22:00,0.15,1.852,0
2026-07-30 01:23:00,0.142,1.885,2
2026-07-30 01:24:00,0.139,1.892,0
2026-07-30 01:25:00,0.137,1.885,0
2026-07-30 01:26:00,0.133,1.934,0
2026-07-30 01:27:00,0.137,1.912,2
2026-07-30 01:28:00,0.132,1.911,0
2026-07-30 01:29:00,0.115,1.913,0
2026-07-30 01:30:00,0.11,1.921,2
2026-07-30 01:31:00,0.102,1.929,2
2026-07-30 01:32:00,0.106,1.946,2
2026-07-30 01:33:00,0.107,1.909,2
2026-07-30 01:34:00,0.127,1.84,2
2026-07-30 01:35:00,0.11,1.781,0
2026-07-30 01:36:00,0.113,1.758,0
2026-07-30 01:37:00,0.125,1.718,2
2026-07-30 01:38:00,0.135,1.641,0
2026-07-30 01:39:00,0.134,1.575,0
2026-07-30 01:40:00,0.13,1.476,2
2026-07-30 01:41:00,0.128,1.434,2
2026-07-30 01:42:00,0.13,1.405,0
2026-07-30 01:43:00,0.131,1.367,2
2026-07-30 01:44:00,0.148,1.315,2
2026-07-30 01:45:00,0.146,1.245,0
2026-07-30 01:46:00,0.15,1.202,0
2026-07-30 01:47:00,0.149,1.16,2
2026-07-30 01:48:00,0.159,1.098,2
2026-07-30 01:49:00,0.153,1.063,0
2026-07-30 01:50:00,0.154,0.946,0
2026-07-30 01:51:00,0.156,0.87,2
2026-07-30 01:52:00,0.166,0.826,0
2026-07-30 01:53:00,0.156,0.769,0
2026-07-30 01:54:00,0.154,0.739,2
2026-07-30 01:55:00,0.142,0.704,0
2026-07-30 01:56:00,0.155,0.715,0
2026-07-30 01:57:00,0.145,0.703,0
2026-07-30 01:58:00,0.153,0.719,2
2026-07-30 01:59:00,0.148,0.734,2
