"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-07-06 21:00:00,2.424,10.362,2
2026-07-06 21:01:00,1.238,8.085,2
2026-07-06 21:02:00,1.208,8.054,0
2026-07-06 21:03:00,1.153,7.81,0
2026-07-06 21:04:00,1.036,7.322,2
2026-07-06 21:05:00,0.939,6.908,0
2026-07-06 21:06:00,0.814,6.442,0
2026-07-06 21:07:00,0.683,5.818,2
2026-07-06 21:08:00,0.578,5.355,2
2026-07-06 21:09:00,0.417,4.555,2
2026-07-06 21:10:00,0.298,4.007,2
2026-07-06 21:11:00,0.22,3.539,2
2026-07-06 21:12:00,0.17,3.142,0
2026-07-06 21:13:00,0.178,2.976,0
2026-07-06 21:14:00,0.161,2.769,2
2026-07-06 21:15:00,0.144,2.535,0
2026-07-06 21:16:00,0.155,2.429,0
2026-07-06 21:17:00,0.158,2.316,2
2026-07-06 21:18:00,0.18,2.324,2
2026-07-06 21:19:00,0.192,2.326,0
2026-07-06 21:20:00,0.193,2.289,2
2026-07-06 21:21:00,0.196,2.199,2
2026-07-06 21:22:00,0.168,2.103,0
2026-07-06 21:23:00,0.174,2.002,0
2026-07-06 21:24:00,0.163,1.913,2
2026-07-06 21:25:00,0.164,1.852,2
2026-07-06 21:26:00,0.15,1.778,0
2026-07-06 21:27:00,0.144,1.664,0
2026-07-06 21:28:00,0.133,1.542,2
2026-07-06 21:29:00,0.124,1.488,0
2026-07-06 21:30:00,0.119,1.434,0
2026-07-06 21:31:00,0.118,1.441,2
2026-07-06 21:32:00,0.119,1.422,0
2026-07-06 21:33:00,0.13,1.462,0
2026-07-06 21:34:00,0.176,1.543,0
2026-07-06 21:35:00,0.252,1.807,2
2026-07-06 21:36:00,0.309,2.062,2
2026-07-06 21:37:00,0.364,2.305,0
2026-07-06 21:38:00,0.404,2.572,2
2026-07-06 21:39:00,0.423,2.817,0
2026-07-06 21:40:00,0.443,3.088,0
2026-07-06 21:41:00,0.453,3.223,0
2026-07-06 21:42:00,0.428,3.23,0
2026-07-06 21:43:00,0.396,3.201,0
2026-07-06 21:44:00,0.318,2.862,0
2026-07-06 21:45:00,0.283,2.581,2
2026-07-06 21:46:00,0.247,2.396,2
2026-07-06 21:47:00,0.305,2.308,2
2026-07-06 21:48:00,0.509,2.584,2
2026-07-06 21:49:00,0.898,3.304,2
2026-07-06 21:50:00,1.489,4.373,0
2026-07-06 21:51:00,8.075,19.362,0
2026-07-06 21:52:00,5.513,15.168,2
2026-07-06 21:53:00,2.235,8.349,0
2026-07-06 21:54:00,3.982,9.858,0
2026-07-06 21:55:00,3.651,9.664,2
2026-07-06 21:56:00,3.351,9.297,2
2026-07-06 21:57:00,2.927,8.635,0
2026-07-06 21:58:00,2.523,7.99,2
2026-07-06 21:59:00,2.154,7.349,2
