"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-07-20 21:00:00,0.166,6.437,0
2026-07-20 21:01:00,0.13,6.586,2
2026-07-20 21:02:00,0.113,6.613,0
2026-07-20 21:03:00,0.071,6.412,0
2026-07-20 21:04:00,0.053,6.342,2
2026-07-20 21:05:00,0.051,6.177,2
2026-07-20 21:06:00,0.045,6.043,2
2026-07-20 21:07:00,0.045,5.864,2
2026-07-20 21:08:00,0.042,5.705,2
2026-07-20 21:09:00,0.031,5.526,0
2026-07-20 21:10:00,0.012,5.202,0
2026-07-20 21:11:00,0.01,5.003,2
2026-07-20 21:12:00,0,4.841,0
2026-07-20 21:13:00,-0.002,4.522,0
2026-07-20 21:14:00,-0.005,4.181,2
2026-07-20 21:15:00,-0.012,3.865,2
2026-07-20 21:16:00,-0.012,3.568,0
2026-07-20 21:17:00,-0.024,3.252,2
2026-07-20 21:18:00,-0.03,2.931,2
2026-07-20 21:19:00,-0.032,2.66,0
2026-07-20 21:20:00,-0.035,2.324,0
2026-07-20 21:21:00,-0.044,1.997,2
2026-07-20 21:22:00,-0.054,1.833,2
2026-07-20 21:23:00,-0.053,1.779,0
2026-07-20 21:24:00,-0.061,1.786,0
2026-07-20 21:25:00,-0.056,1.76,2
2026-07-20 21:26:00,-0.053,1.762,0
2026-07-20 21:27:00,-0.063,1.763,0
2026-07-20 21:28:00,-0.073,1.739,2
2026-07-20 21:29:00,-0.076,1.744,0
2026-07-20 21:30:00,-0.079,1.746,0
2026-07-20 21:31:00,-0.073,1.752,0
2026-07-20 21:32:00,-0.086,1.77,2
2026-07-20 21:33:00,-0.076,1.777,2
2026-07-20 21:34:00,-0.084,1.817,0
2026-07-20 21:35:00,-0.076,1.857,2
2026-07-20 21:36:00,-0.073,1.947,0
2026-07-20 21:37:00,-0.051,2.043,0
2026-07-20 21:38:00,-0.038,2.131,0
2026-07-20 21:39:00,-0.038,2.25,0
2026-07-20 21:40:00,-0.038,2.293,0
2026-07-20 21:41:00,-0.027,2.316,0
2026-07-20 21:42:00,-0.031,2.369,2
2026-07-20 21:43:00,-0.013,2.498,0
2026-07-20 21:44:00,0.002,2.569,2
2026-07-20 21:45:00,0.005,2.609,2
2026-07-20 21:46:00,0.012,2.633,2
2026-07-20 21:47:00,0.01,2.652,0
2026-07-20 21:48:00,0.005,2.713,0
2026-07-20 21:49:00,0.016,2.729,2
2026-07-20 21:50:00,0.024,2.739,0
2026-07-20 21:51:00,0.022,2.684,0
2026-07-20 21:52:00,0.024,2.518,2
2026-07-20 21:53:00,0.014,2.375,2
2026-07-20 21:54:00,0.014,2.276,0
2026-07-20 21:55:00,0.017,2.186,2
2026-07-20 21:56:00,0.024,2.068,2
2026-07-20 21:57:00,0.042,1.983,0
2026-07-20 21:58:00,0.044,1.875,0
2026-07-20 21:59:00,0.031,1.778,2
