"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-07-25 17:00:00,0.678,2.459,0
2026-07-25 17:01:00,0.651,2.402,2
2026-07-25 17:02:00,0.624,2.31,2
2026-07-25 17:03:00,0.589,2.228,2
2026-07-25 17:04:00,0.522,2.111,2
2026-07-25 17:05:00,0.473,1.954,2
2026-07-25 17:06:00,0.432,1.809,0
2026-07-25 17:07:00,0.382,1.632,0
2026-07-25 17:08:00,0.338,1.441,2
2026-07-25 17:09:00,0.298,1.241,0
2026-07-25 17:10:00,0.29,1.166,0
2026-07-25 17:11:00,0.293,1.11,2
2026-07-25 17:12:00,0.294,1.06,2
2026-07-25 17:13:00,0.303,1.039,0
2026-07-25 17:14:00,0.296,0.997,2
2026-07-25 17:15:00,0.273,0.939,2
2026-07-25 17:16:00,0.263,0.907,0
2026-07-25 17:17:00,0.242,0.864,0
2026-07-25 17:18:00,0.213,0.848,0
2026-07-25 17:19:00,0.188,0.832,2
2026-07-25 17:20:00,0.178,0.855,0
2026-07-25 17:21:00,0.202,1.016,0
2026-07-25 17:22:00,0.269,1.256,2
2026-07-25 17:23:00,0.332,1.559,0
2026-07-25 17:24:00,0.392,1.831,0
2026-07-25 17:25:00,0.424,1.999,2
2026-07-25 17:26:00,0.454,2.18,0
2026-07-25 17:27:00,0.457,2.26,0
2026-07-25 17:28:00,0.458,2.273,0
2026-07-25 17:29:00,0.441,2.193,2
2026-07-25 17:30:00,0.354,1.906,2
2026-07-25 17:31:00,0.276,1.582,0
2026-07-25 17:32:00,0.202,1.216,2
2026-07-25 17:33:00,0.13,0.961,0
2026-07-25 17:34:00,0.1,0.807,0
2026-07-25 17:35:00,0.087,0.649,0
2026-07-25 17:36:00,0.106,0.567,2
2026-07-25 17:37:00,0.078,0.521,0
2026-07-25 17:38:00,0.072,0.511,0
2026-07-25 17:39:00,0.105,0.576,2
2026-07-25 17:40:00,0.104,0.615,2
2026-07-25 17:41:00,0.109,0.639,2
2026-07-25 17:42:00,0.139,0.678,2
2026-07-25 17:43:00,0.163,0.735,2
2026-07-25 17:44:00,0.183,0.763,0
2026-07-25 17:45:00,0.203,0.826,0
2026-07-25 17:46:00,0.253,0.934,2
2026-07-25 17:47:00,0.31,1.135,0
2026-07-25 17:48:00,0.348,1.353,0
2026-07-25 17:49:00,0.411,1.517,2
2026-07-25 17:50:00,0.473,1.864,2
2026-07-25 17:51:00,0.461,1.91,0
2026-07-25 17:52:00,0.446,1.922,2
2026-07-25 17:53:00,0.409,1.924,2
2026-07-25 17:54:00,0.39,1.852,0
2026-07-25 17:55:00,0.367,1.791,0
2026-07-25 17:56:00,0.32,1.568,2
2026-07-25 17:57:00,0.3,1.467,2
2026-07-25 17:58:00,0.263,1.369,0
2026-07-25 17:59:00,0.259,1.19,2
