"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-09-05 08:00:00,1.052,2.41,0
2026-09-05 08:01:00,1.068,2.402,2
2026-09-05 08:02:00,1.107,2.494,0
2026-09-05 08:03:00,1.145,2.5,0
2026-09-05 08:04:00,1.199,2.545,0
2026-09-05 08:05:00,1.343,2.758,2
2026-09-05 08:06:00,1.522,3.106,0
2026-09-05 08:07:00,1.618,3.338,2
2026-09-05 08:08:00,1.649,3.411,2
2026-09-05 08:09:00,1.663,3.439,0
2026-09-05 08:10:00,1.666,3.457,0
2026-09-05 08:11:00,1.7,3.544,0
2026-09-05 08:12:00,1.661,3.534,2
2026-09-05 08:13:00,1.57,3.297,0
2026-09-05 08:14:00,1.412,2.955,0
2026-09-05 08:15:00,1.233,2.586,2
2026-09-05 08:16:00,1.168,2.388,0
2026-09-05 08:17:00,1.079,2.159,0
2026-09-05 08:18:00,0.99,1.963,2
2026-09-05 08:19:00,0.905,1.698,0
2026-09-05 08:20:00,0.793,1.36,0
2026-09-05 08:21:00,0.76,1.248,0
2026-09-05 08:22:00,0.74,1.194,2
2026-09-05 08:23:00,0.688,1.016,2
2026-09-05 08:24:00,0.693,1.028,0
2026-09-05 08:25:00,0.67,0.993,2
2026-09-05 08:26:00,0.711,1.05,0
2026-09-05 08:27:00,0.78,1.215,0
2026-09-05 08:28:00,0.856,1.395,0
2026-09-05 08:29:00,0.948,1.6,2
2026-09-05 08:30:00,1.029,1.828,0
2026-09-05 08:31:00,1.102,2.001,0
2026-09-05 08:32:00,1.129,2.07,2
2026-09-05 08:33:00,1.16,2.14,2
2026-09-05 08:34:00,1.186,2.232,2
2026-09-05 08:35:00,1.173,2.326,2
2026-09-05 08:36:00,1.15,2.304,2
2026-09-05 08:37:00,1.086,2.155,0
2026-09-05 08:38:00,1.01,2.016,0
2026-09-05 08:39:00,0.963,1.888,2
2026-09-05 08:40:00,0.901,1.788,0
2026-09-05 08:41:00,0.856,1.739,0
2026-09-05 08:42:00,0.816,1.66,2
2026-09-05 08:43:00,0.892,1.772,2
2026-09-05 08:44:00,1.084,2.024,0
2026-09-05 08:45:00,1.423,2.717,2
2026-09-05 08:46:00,1.703,3.392,2
2026-09-05 08:47:00,1.868,3.795,0
2026-09-05 08:48:00,1.915,3.904,0
2026-09-05 08:49:00,1.949,3.963,2
2026-09-05 08:50:00,1.971,4.015,2
2026-09-05 08:51:00,1.954,3.895,0
2026-09-05 08:52:00,1.802,3.582,2
2026-09-05 08:53:00,1.536,3.104,2
2026-09-05 08:54:00,1.246,2.411,0
2026-09-05 08:55:00,0.982,1.8,0
2026-09-05 08:56:00,0.873,1.528,2
2026-09-05 08:57:00,0.868,1.531,0
2026-09-05 08:58:00,0.806,1.437,0
2026-09-05 08:59:00,0.802,1.386,0
