"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-09-19 21:00:00,0.493,3.638,0
2026-09-19 21:01:00,0.381,3.104,2
2026-09-19 21:02:00,0.319,2.725,0
2026-09-19 21:03:00,0.222,2.184,0
2026-09-19 21:04:00,0.196,1.909,2
2026-09-19 21:05:00,0.204,1.928,2
2026-09-19 21:06:00,0.249,2.026,2
2026-09-19 21:07:00,0.274,2.166,2
2026-09-19 21:08:00,0.45,2.611,2
2026-09-19 21:09:00,0.596,3.172,0
2026-09-19 21:10:00,0.622,3.493,0
2026-09-19 21:11:00,0.637,3.706,2
2026-09-19 21:12:00,0.648,3.786,0
2026-09-19 21:13:00,0.682,3.802,0
2026-09-19 21:14:00,0.729,4.046,0
2026-09-19 21:15:00,0.706,3.973,2
2026-09-19 21:16:00,0.65,3.728,0
2026-09-19 21:17:00,0.454,3.091,2
2026-09-19 21:18:00,0.371,2.667,2
2026-09-19 21:19:00,0.469,3.102,0
2026-09-19 21:20:00,0.486,3.119,0
2026-09-19 21:21:00,0.488,3.165,0
2026-09-19 21:22:00,0.492,3.139,2
2026-09-19 21:23:00,0.43,2.859,0
2026-09-19 21:24:00,0.433,2.949,0
2026-09-19 21:25:00,0.42,2.952,2
2026-09-19 21:26:00,0.408,3.002,0
2026-09-19 21:27:00,0.352,2.781,0
2026-09-19 21:28:00,0.279,2.384,2
2026-09-19 21:29:00,0.271,2.281,0
2026-09-19 21:30:00,0.256,2.173,0
2026-09-19 21:31:00,0.264,2.272,0
2026-09-19 21:32:00,0.243,2.087,2
2026-09-19 21:33:00,0.247,1.975,2
2026-09-19 21:34:00,0.253,1.923,0
2026-09-19 21:35:00,0.251,1.836,2
2026-09-19 21:36:00,0.268,1.739,2
2026-09-19 21:37:00,0.253,1.587,0
2026-09-19 21:38:00,0.24,1.577,0
2026-09-19 21:39:00,0.222,1.385,2
2026-09-19 21:40:00,0.175,1.104,0
2026-09-19 21:41:00,0.153,0.972,0
2026-09-19 21:42:00,0.16,0.866,2
2026-09-19 21:43:00,0.155,0.822,2
2026-09-19 21:44:00,0.143,0.807,2
2026-09-19 21:45:00,0.134,0.808,2
2026-09-19 21:46:00,0.115,0.766,2
2026-09-19 21:47:00,0.121,0.756,0
2026-09-19 21:48:00,0.117,0.774,0
2026-09-19 21:49:00,0.125,0.814,2
2026-09-19 21:50:00,0.107,0.738,0
2026-09-19 21:51:00,0.104,0.687,0
2026-09-19 21:52:00,0.099,0.634,2
2026-09-19 21:53:00,0.124,0.673,2
2026-09-19 21:54:00,0.141,0.75,0
2026-09-19 21:55:00,0.144,0.77,2
2026-09-19 21:56:00,0.156,0.823,2
2026-09-19 21:57:00,0.162,0.858,0
2026-09-19 21:58:00,0.178,0.981,0
2026-09-19 21:59:00,0.204,1.158,2
