"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-09-14 18:00:00,0.489,2.679,2
2026-09-14 18:01:00,0.489,2.628,2
2026-09-14 18:02:00,0.467,2.496,0
2026-09-14 18:03:00,0.385,2.227,0
2026-09-14 18:04:00,0.299,1.969,2
2026-09-14 18:05:00,0.266,1.802,2
2026-09-14 18:06:00,0.226,1.651,0
2026-09-14 18:07:00,0.231,1.607,2
2026-09-14 18:08:00,0.229,1.65,2
2026-09-14 18:09:00,0.212,1.564,0
2026-09-14 18:10:00,0.2,1.528,0
2026-09-14 18:11:00,0.188,1.501,2
2026-09-14 18:12:00,0.195,1.547,0
2026-09-14 18:13:00,0.193,1.566,0
2026-09-14 18:14:00,0.19,1.562,0
2026-09-14 18:15:00,0.183,1.525,2
2026-09-14 18:16:00,0.184,1.486,2
2026-09-14 18:17:00,0.197,1.464,0
2026-09-14 18:18:00,0.2,1.493,2
2026-09-14 18:19:00,0.186,1.472,0
2026-09-14 18:20:00,0.164,1.456,0
2026-09-14 18:21:00,0.171,1.406,2
2026-09-14 18:22:00,0.16,1.337,0
2026-09-14 18:23:00,0.162,1.313,0
2026-09-14 18:24:00,0.161,1.32,0
2026-09-14 18:25:00,0.15,1.335,2
2026-09-14 18:26:00,0.151,1.398,0
2026-09-14 18:27:00,0.168,1.498,2
2026-09-14 18:28:00,0.182,1.603,2
2026-09-14 18:29:00,0.279,2.007,0
2026-09-14 18:30:00,0.396,2.544,0
2026-09-14 18:31:00,0.528,3.136,0
2026-09-14 18:32:00,0.602,3.54,2
2026-09-14 18:33:00,0.624,3.743,0
2026-09-14 18:34:00,0.639,3.853,0
2026-09-14 18:35:00,0.625,3.845,2
2026-09-14 18:36:00,0.641,4.123,2
2026-09-14 18:37:00,0.64,4.168,0
2026-09-14 18:38:00,0.446,3.473,2
2026-09-14 18:39:00,0.428,3.507,2
2026-09-14 18:40:00,0.284,2.97,0
2026-09-14 18:41:00,0.3,2.943,0
2026-09-14 18:42:00,0.286,2.906,2
2026-09-14 18:43:00,0.28,2.883,2
2026-09-14 18:44:00,0.228,2.656,0
2026-09-14 18:45:00,0.229,2.571,2
2026-09-14 18:46:00,0.224,2.565,2
2026-09-14 18:47:00,0.227,2.605,0
2026-09-14 18:48:00,0.206,2.505,0
2026-09-14 18:49:00,0.2,2.565,2
2026-09-14 18:50:00,0.161,2.625,0
2026-09-14 18:51:00,0.198,2.827,0
2026-09-14 18:52:00,0.21,2.82,2
2026-09-14 18:53:00,0.248,3.035,2
2026-09-14 18:54:00,0.288,3.18,2
2026-09-14 18:55:00,0.366,3.517,2
2026-09-14 18:56:00,0.439,3.852,2
2026-09-14 18:57:00,0.509,4.231,0
2026-09-14 18:58:00,0.501,4.429,0
2026-09-14 18:59:00,0.496,4.365,2
