"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-09-03 21:00:00,0.257,1.929,0
2026-09-03 21:01:00,0.256,1.854,2
2026-09-03 21:02:00,0.242,1.831,0
2026-09-03 21:03:00,0.228,1.849,2
2026-09-03 21:04:00,0.241,1.985,2
2026-09-03 21:05:00,0.229,1.904,0
2026-09-03 21:06:00,0.229,1.866,0
2026-09-03 21:07:00,0.218,1.869,0
2026-09-03 21:08:00,0.198,1.75,2
2026-09-03 21:09:00,0.209,1.904,0
2026-09-03 21:10:00,0.192,1.895,0
2026-09-03 21:11:00,0.203,1.886,2
2026-09-03 21:12:00,0.195,1.802,0
2026-09-03 21:13:00,0.191,1.544,0
2026-09-03 21:14:00,0.182,1.461,2
2026-09-03 21:15:00,0.156,1.335,2
2026-09-03 21:16:00,0.14,1.285,0
2026-09-03 21:17:00,0.128,1.07,0
2026-09-03 21:18:00,0.106,0.979,2
2026-09-03 21:19:00,0.099,0.897,2
2026-09-03 21:20:00,0.095,0.785,0
2026-09-03 21:21:00,0.085,0.742,2
2026-09-03 21:22:00,0.064,0.654,2
2026-09-03 21:23:00,0.059,0.602,0
2026-09-03 21:24:00,0.066,0.563,0
2026-09-03 21:25:00,0.067,0.58,2
2026-09-03 21:26:00,0.054,0.512,0
2026-09-03 21:27:00,0.084,0.596,0
2026-09-03 21:28:00,0.084,0.594,2
2026-09-03 21:29:00,0.088,0.555,2
2026-09-03 21:30:00,0.089,0.513,2
2026-09-03 21:31:00,0.101,0.482,2
2026-09-03 21:32:00,0.104,0.484,2
2026-09-03 21:33:00,0.095,0.367,0
2026-09-03 21:34:00,0.099,0.369,0
2026-09-03 21:35:00,0.099,0.316,2
2026-09-03 21:36:00,0.111,0.305,0
2026-09-03 21:37:00,0.127,0.378,0
2026-09-03 21:38:00,0.126,0.505,0
2026-09-03 21:39:00,0.152,0.76,2
2026-09-03 21:40:00,0.193,0.91,0
2026-09-03 21:41:00,0.216,1.028,2
2026-09-03 21:42:00,0.232,1.08,2
2026-09-03 21:43:00,0.259,1.403,0
2026-09-03 21:44:00,2.676,7.995,0
2026-09-03 21:45:00,1.58,5.771,0
2026-09-03 21:46:00,1.219,4.811,2
2026-09-03 21:47:00,0.709,4.447,0
2026-09-03 21:48:00,1.587,8.202,0
2026-09-03 21:49:00,0.512,1.997,2
2026-09-03 21:50:00,1.141,5.399,0
2026-09-03 21:51:00,0.713,2.162,0
2026-09-03 21:52:00,0.656,2.069,2
2026-09-03 21:53:00,0.573,1.881,0
2026-09-03 21:54:00,0.493,1.711,0
2026-09-03 21:55:00,0.431,1.566,0
2026-09-03 21:56:00,0.344,1.33,2
2026-09-03 21:57:00,0.266,1.047,2
2026-09-03 21:58:00,0.176,0.787,0
2026-09-03 21:59:00,0.088,0.515,2
