"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-09-22 20:00:00,1.798,15.155,0
2026-09-22 20:01:00,2.139,15.831,2
2026-09-22 20:02:00,2.536,16.556,2
2026-09-22 20:03:00,2.76,16.826,2
2026-09-22 20:04:00,2.882,17.059,2
2026-09-22 20:05:00,3.416,17.845,2
2026-09-22 20:06:00,4.088,18.663,0
2026-09-22 20:07:00,4.814,19.841,0
2026-09-22 20:08:00,4.839,19.766,2
2026-09-22 20:09:00,4.806,19.652,0
2026-09-22 20:10:00,4.789,19.585,0
2026-09-22 20:11:00,4.813,19.417,2
2026-09-22 20:12:00,5.065,19.653,2
2026-09-22 20:13:00,4.59,18.597,0
2026-09-22 20:14:00,3.954,17.591,2
2026-09-22 20:15:00,2.998,16.039,2
2026-09-22 20:16:00,2.386,14.881,0
2026-09-22 20:17:00,2.058,14.212,0
2026-09-22 20:18:00,1.848,13.901,0
2026-09-22 20:19:00,1.849,13.841,2
2026-09-22 20:20:00,2.021,13.895,0
2026-09-22 20:21:00,2.302,14.392,0
2026-09-22 20:22:00,2.339,14.465,2
2026-09-22 20:23:00,2.376,14.579,0
2026-09-22 20:24:00,2.392,14.686,0
2026-09-22 20:25:00,2.396,14.853,2
2026-09-22 20:26:00,2.298,14.746,0
2026-09-22 20:27:00,2.136,14.441,0
2026-09-22 20:28:00,1.808,14.034,0
2026-09-22 20:29:00,0.89,12.965,2
2026-09-22 20:30:00,0.66,12.683,2
2026-09-22 20:31:00,0.67,12.697,0
2026-09-22 20:32:00,0.69,12.707,2
2026-09-22 20:33:00,0.713,12.691,0
2026-09-22 20:34:00,0.717,12.671,0
2026-09-22 20:35:00,0.764,12.725,0
2026-09-22 20:36:00,0.793,12.769,2
2026-09-22 20:37:00,0.797,12.775,0
2026-09-22 20:38:00,0.825,12.863,0
2026-09-22 20:39:00,0.834,12.877,2
2026-09-22 20:40:00,0.776,12.866,0
2026-09-22 20:41:00,0.698,12.797,2
2026-09-22 20:42:00,0.67,12.771,2
2026-09-22 20:43:00,0.606,12.695,2
2026-09-22 20:44:00,0.565,12.614,0
2026-09-22 20:45:00,0.551,12.603,0
2026-09-22 20:46:00,0.47,12.446,2
2026-09-22 20:47:00,0.436,12.377,0
2026-09-22 20:48:00,0.432,12.303,0
2026-09-22 20:49:00,0.443,12.261,2
2026-09-22 20:50:00,0.577,12.492,2
2026-09-22 20:51:00,0.837,12.931,0
2026-09-22 20:52:00,0.982,13.101,2
2026-09-22 20:53:00,1.289,13.575,2
2026-09-22 20:54:00,1.5,14.024,0
2026-09-22 20:55:00,1.61,14.278,0
2026-09-22 20:56:00,1.844,14.69,2
2026-09-22 20:57:00,1.941,14.935,2
2026-09-22 20:58:00,2.125,15.252,0
2026-09-22 20:59:00,2.165,15.433,2
