"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-09-12,0.305,5.296,2
2026-09-12 00:01:00,0.313,5.292,2
2026-09-12 00:02:00,0.329,5.219,2
2026-09-12 00:03:00,0.324,5.223,0
2026-09-12 00:04:00,0.307,5.208,0
2026-09-12 00:05:00,0.305,5.187,2
2026-09-12 00:06:00,0.324,5.118,2
2026-09-12 00:07:00,0.316,5.125,0
2026-09-12 00:08:00,0.299,5.091,2
2026-09-12 00:09:00,0.288,5.15,2
2026-09-12 00:10:00,0.271,5.136,0
2026-09-12 00:11:00,0.235,5.154,0
2026-09-12 00:12:00,0.225,5.112,2
2026-09-12 00:13:00,0.229,5.105,0
2026-09-12 00:14:00,0.215,5.049,0
2026-09-12 00:15:00,0.176,5.071,0
2026-09-12 00:16:00,0.196,5.043,2
2026-09-12 00:17:00,0.186,5.054,2
2026-09-12 00:18:00,0.187,4.996,0
2026-09-12 00:19:00,0.193,5.016,2
2026-09-12 00:20:00,0.201,5.023,0
2026-09-12 00:21:00,0.192,5.015,0
2026-09-12 00:22:00,0.193,5.052,0
2026-09-12 00:23:00,0.195,5.118,0
2026-09-12 00:24:00,0.181,5.182,0
2026-09-12 00:25:00,0.188,5.189,0
2026-09-12 00:26:00,0.179,5.212,2
2026-09-12 00:27:00,0.199,5.269,0
2026-09-12 00:28:00,0.207,5.275,2
2026-09-12 00:29:00,0.232,5.365,2
2026-09-12 00:30:00,0.261,5.364,0
2026-09-12 00:31:00,0.242,5.427,0
2026-09-12 00:32:00,0.254,5.428,0
2026-09-12 00:33:00,0.254,5.417,2
2026-09-12 00:34:00,0.243,5.503,0
2026-09-12 00:35:00,0.257,5.476,0
2026-09-12 00:36:00,0.247,5.507,2
2026-09-12 00:37:00,0.228,5.533,0
2026-09-12 00:38:00,0.24,5.534,0
2026-09-12 00:39:00,0.215,5.582,2
2026-09-12 00:40:00,0.227,5.504,2
2026-09-12 00:41:00,0.209,5.557,0
2026-09-12 00:42:00,0.195,5.547,0
2026-09-12 00:43:00,0.202,5.518,2
2026-09-12 00:44:00,0.207,5.488,2
2026-09-12 00:45:00,0.207,5.44,0
2026-09-12 00:46:00,0.193,5.367,2
2026-09-12 00:47:00,0.185,5.332,2
2026-09-12 00:48:00,0.194,5.266,0
2026-09-12 00:49:00,0.195,5.257,0
2026-09-12 00:50:00,0.198,5.229,2
2026-09-12 00:51:00,0.212,5.183,0
2026-09-12 00:52:00,0.212,5.191,0
2026-09-12 00:53:00,0.221,5.153,2
2026-09-12 00:54:00,0.25,5.139,2
2026-09-12 00:55:00,0.246,5.159,2
2026-09-12 00:56:00,0.257,5.076,0
2026-09-12 00:57:00,0.233,5.061,2
2026-09-12 00:58:00,0.24,5.035,0
2026-09-12 00:59:00,0.26,5.001,0
