"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-09-06 19:00:00,0.33,7.122,2
2026-09-06 19:01:00,0.329,6.867,2
2026-09-06 19:02:00,0.327,6.782,2
2026-09-06 19:03:00,0.337,6.511,0
2026-09-06 19:04:00,0.344,6.317,0
2026-09-06 19:05:00,0.318,5.888,2
2026-09-06 19:06:00,0.239,5.042,0
2026-09-06 19:07:00,0.215,4.82,0
2026-09-06 19:08:00,0.177,4.405,2
2026-09-06 19:09:00,0.105,3.942,2
2026-09-06 19:10:00,0.096,3.694,0
2026-09-06 19:11:00,0.095,3.587,2
2026-09-06 19:12:00,0.072,3.501,2
2026-09-06 19:13:00,0.071,3.45,0
2026-09-06 19:14:00,0.111,3.493,0
2026-09-06 19:15:00,0.136,3.613,2
2026-09-06 19:16:00,0.123,3.634,2
2026-09-06 19:17:00,0.135,3.725,0
2026-09-06 19:18:00,0.14,3.854,0
2026-09-06 19:19:00,0.16,3.958,2
2026-09-06 19:20:00,0.169,4.072,0
2026-09-06 19:21:00,0.176,4.103,0
2026-09-06 19:22:00,0.162,4.119,2
2026-09-06 19:23:00,0.118,3.935,0
2026-09-06 19:24:00,0.112,3.855,0
2026-09-06 19:25:00,0.141,4.172,0
2026-09-06 19:26:00,0.154,4.474,2
2026-09-06 19:27:00,0.151,4.425,2
2026-09-06 19:28:00,0.117,4.213,0
2026-09-06 19:29:00,0.12,4.164,2
2026-09-06 19:30:00,0.125,4.141,0
2026-09-06 19:31:00,0.126,4.077,0
2026-09-06 19:32:00,0.114,4.063,0
2026-09-06 19:33:00,0.089,3.635,0
2026-09-06 19:34:00,0.056,3.335,0
2026-09-06 19:35:00,0.047,3.142,0
2026-09-06 19:36:00,0.052,3.058,2
2026-09-06 19:37:00,0.047,3.011,0
2026-09-06 19:38:00,0.039,2.97,2
2026-09-06 19:39:00,0.021,2.906,2
2026-09-06 19:40:00,0.034,2.876,2
2026-09-06 19:41:00,0.033,2.837,0
2026-09-06 19:42:00,0.047,2.792,0
2026-09-06 19:43:00,0.041,2.786,2
2026-09-06 19:44:00,0.043,2.808,0
2026-09-06 19:45:00,0.037,2.86,0
2026-09-06 19:46:00,0.038,2.919,2
2026-09-06 19:47:00,0.043,3.009,2
2026-09-06 19:48:00,0.04,3.134,0
2026-09-06 19:49:00,0.059,3.314,2
2026-09-06 19:50:00,0.076,3.546,2
2026-09-06 19:51:00,0.108,3.819,0
2026-09-06 19:52:00,0.123,4.122,0
2026-09-06 19:53:00,0.12,4.24,2
2026-09-06 19:54:00,0.117,4.328,2
2026-09-06 19:55:00,0.129,4.374,0
2026-09-06 19:56:00,0.131,4.372,2
2026-09-06 19:57:00,0.113,4.326,2
2026-09-06 19:58:00,0.082,4.151,0
2026-09-06 19:59:00,0.056,3.957,0
