"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-09-05 13:00:00,0.596,0.948,2
2026-09-05 13:01:00,0.562,0.939,0
2026-09-05 13:02:00,0.521,0.846,0
2026-09-05 13:03:00,0.418,0.587,0
2026-09-05 13:04:00,0.408,0.555,2
2026-09-05 13:05:00,0.383,0.462,2
2026-09-05 13:06:00,0.383,0.435,0
2026-09-05 13:07:00,0.371,0.388,2
2026-09-05 13:08:00,0.369,0.368,1
2026-09-05 13:09:00,0.395,0.43,0
2026-09-05 13:10:00,0.4,0.447,0
2026-09-05 13:11:00,0.397,0.431,0
2026-09-05 13:12:00,0.401,0.409,0
2026-09-05 13:13:00,0.384,0.373,1
2026-09-05 13:14:00,0.355,0.299,2
2026-09-05 13:15:00,0.352,0.224,1
2026-09-05 13:16:00,0.358,0.254,2
2026-09-05 13:17:00,0.347,0.21,2
2026-09-05 13:18:00,0.342,0.1,2
2026-09-05 13:19:00,0.385,0.173,1
2026-09-05 13:20:00,0.788,1.031,0
2026-09-05 13:21:00,0.846,1.177,2
2026-09-05 13:22:00,0.864,1.307,0
2026-09-05 13:23:00,0.888,1.36,0
2026-09-05 13:24:00,0.924,1.436,2
2026-09-05 13:25:00,0.954,1.495,2
2026-09-05 13:26:00,1.004,1.62,0
2026-09-05 13:27:00,1.053,1.764,2
2026-09-05 13:28:00,0.731,1.208,2
2026-09-05 13:29:00,0.56,0.722,0
2026-09-05 13:30:00,0.565,0.659,0
2026-09-05 13:31:00,0.557,0.606,2
2026-09-05 13:32:00,0.55,0.598,2
2026-09-05 13:33:00,0.52,0.565,0
2026-09-05 13:34:00,0.505,0.525,2
2026-09-05 13:35:00,0.459,0.371,2
2026-09-05 13:36:00,0.436,0.298,1
2026-09-05 13:37:00,0.426,0.249,1
2026-09-05 13:38:00,0.404,0.122,2
2026-09-05 13:39:00,0.39,0.075,1
2026-09-05 13:40:00,0.391,0.033,1
2026-09-05 13:41:00,0.37,0.02,2
2026-09-05 13:42:00,0.383,0.012,2
2026-09-05 13:43:00,0.44,0.138,2
2026-09-05 13:44:00,0.504,0.298,1
2026-09-05 13:45:00,0.598,0.571,2
2026-09-05 13:46:00,0.849,1.248,0
2026-09-05 13:47:00,0.988,1.655,0
2026-09-05 13:48:00,1.061,1.858,2
2026-09-05 13:49:00,1.087,1.978,0
2026-09-05 13:50:00,1.073,1.99,0
2026-09-05 13:51:00,1.041,1.967,0
2026-09-05 13:52:00,1.009,1.844,2
2026-09-05 13:53:00,0.944,1.713,0
2026-09-05 13:54:00,0.818,1.43,2
2026-09-05 13:55:00,0.615,0.891,2
2026-09-05 13:56:00,0.458,0.487,0
2026-09-05 13:57:00,0.435,0.391,1
2026-09-05 13:58:00,0.464,0.49,0
2026-09-05 13:59:00,0.496,0.56,2
