"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-09-05 23:00:00,1.709,13.549,0
2026-09-05 23:01:00,1.64,14.139,0
2026-09-05 23:02:00,1.625,14.27,2
2026-09-05 23:03:00,1.568,14.433,0
2026-09-05 23:04:00,1.586,14.617,0
2026-09-05 23:05:00,1.543,14.829,2
2026-09-05 23:06:00,1.546,15.072,2
2026-09-05 23:07:00,1.483,15.003,2
2026-09-05 23:08:00,1.403,14.737,2
2026-09-05 23:09:00,1.415,14.397,2
2026-09-05 23:10:00,1.483,14.107,0
2026-09-05 23:11:00,1.595,13.98,0
2026-09-05 23:12:00,1.683,13.957,2
2026-09-05 23:13:00,1.728,13.892,0
2026-09-05 23:14:00,1.782,13.583,0
2026-09-05 23:15:00,1.734,13.541,2
2026-09-05 23:16:00,1.757,13.491,2
2026-09-05 23:17:00,1.755,13.578,0
2026-09-05 23:18:00,1.801,13.454,2
2026-09-05 23:19:00,1.742,13.49,2
2026-09-05 23:20:00,1.736,13.37,0
2026-09-05 23:21:00,1.768,13.194,0
2026-09-05 23:22:00,1.694,13.38,2
2026-09-05 23:23:00,1.708,13.37,2
2026-09-05 23:24:00,1.747,13.374,0
2026-09-05 23:25:00,1.734,13.439,0
2026-09-05 23:26:00,1.615,13.583,2
2026-09-05 23:27:00,1.484,13.653,0
2026-09-05 23:28:00,1.453,13.54,0
2026-09-05 23:29:00,1.408,13.54,2
2026-09-05 23:30:00,1.341,13.504,0
2026-09-05 23:31:00,1.393,13.243,0
2026-09-05 23:32:00,1.421,12.993,0
2026-09-05 23:33:00,1.358,12.903,2
2026-09-05 23:34:00,1.388,12.769,2
2026-09-05 23:35:00,1.44,12.658,0
2026-09-05 23:36:00,1.418,12.595,2
2026-09-05 23:37:00,1.403,12.624,0
2026-09-05 23:38:00,1.427,12.774,0
2026-09-05 23:39:00,1.467,12.761,0
2026-09-05 23:40:00,1.396,12.908,0
2026-09-05 23:41:00,1.346,13.089,0
2026-09-05 23:42:00,1.322,13.108,0
2026-09-05 23:43:00,1.359,13.072,2
2026-09-05 23:44:00,1.485,13.061,0
2026-09-05 23:45:00,1.599,13.13,2
2026-09-05 23:46:00,1.767,13.1,2
2026-09-05 23:47:00,1.818,13.107,2
2026-09-05 23:48:00,1.775,13.311,0
2026-09-05 23:49:00,1.801,13.434,0
2026-09-05 23:50:00,1.872,13.366,2
2026-09-05 23:51:00,1.852,13.429,0
2026-09-05 23:52:00,1.794,13.572,0
2026-09-05 23:53:00,1.74,13.738,2
2026-09-05 23:54:00,1.672,13.858,2
2026-09-05 23:55:00,1.6,13.917,0
2026-09-05 23:56:00,1.676,13.877,2
2026-09-05 23:57:00,1.767,13.871,2
2026-09-05 23:58:00,1.86,13.978,0
2026-09-05 23:59:00,1.962,13.978,0
