"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-09-17,0.163,1.288,0
2026-09-17 00:01:00,0.146,1.357,2
2026-09-17 00:02:00,0.124,1.401,2
2026-09-17 00:03:00,0.133,1.521,2
2026-09-17 00:04:00,0.128,1.666,0
2026-09-17 00:05:00,0.13,1.809,2
2026-09-17 00:06:00,0.123,1.853,0
2026-09-17 00:07:00,0.116,1.789,0
2026-09-17 00:08:00,0.106,1.7,2
2026-09-17 00:09:00,0.104,1.619,0
2026-09-17 00:10:00,0.09,1.511,0
2026-09-17 00:11:00,0.104,1.395,0
2026-09-17 00:12:00,0.109,1.319,2
2026-09-17 00:13:00,0.109,1.303,0
2026-09-17 00:14:00,0.119,1.314,2
2026-09-17 00:15:00,0.128,1.418,2
2026-09-17 00:16:00,0.14,1.495,0
2026-09-17 00:17:00,0.184,1.685,0
2026-09-17 00:18:00,0.203,1.768,0
2026-09-17 00:19:00,0.205,1.869,2
2026-09-17 00:20:00,0.211,1.947,0
2026-09-17 00:21:00,0.214,1.981,0
2026-09-17 00:22:00,0.211,1.943,2
2026-09-17 00:23:00,0.204,1.885,0
2026-09-17 00:24:00,0.198,1.811,0
2026-09-17 00:25:00,0.18,1.726,2
2026-09-17 00:26:00,0.136,1.561,2
2026-09-17 00:27:00,0.125,1.491,0
2026-09-17 00:28:00,0.114,1.392,0
2026-09-17 00:29:00,0.106,1.29,2
2026-09-17 00:30:00,0.109,1.231,2
2026-09-17 00:31:00,0.122,1.29,0
2026-09-17 00:32:00,0.137,1.316,2
2026-09-17 00:33:00,0.143,1.322,2
2026-09-17 00:34:00,0.148,1.337,0
2026-09-17 00:35:00,0.146,1.303,0
2026-09-17 00:36:00,0.146,1.262,2
2026-09-17 00:37:00,0.145,1.191,0
2026-09-17 00:38:00,0.145,1.096,0
2026-09-17 00:39:00,0.134,0.957,2
2026-09-17 00:40:00,0.136,0.818,2
2026-09-17 00:41:00,0.136,0.718,2
2026-09-17 00:42:00,0.122,0.64,2
2026-09-17 00:43:00,0.119,0.584,2
2026-09-17 00:44:00,0.137,0.602,0
2026-09-17 00:45:00,0.15,0.632,0
2026-09-17 00:46:00,0.157,0.731,2
2026-09-17 00:47:00,0.167,0.858,0
2026-09-17 00:48:00,0.189,0.982,0
2026-09-17 00:49:00,0.169,1.075,0
2026-09-17 00:50:00,0.172,1.165,2
2026-09-17 00:51:00,0.183,1.219,0
2026-09-17 00:52:00,0.179,1.288,2
2026-09-17 00:53:00,0.164,1.319,2
2026-09-17 00:54:00,0.139,1.27,0
2026-09-17 00:55:00,0.129,1.164,0
2026-09-17 00:56:00,0.112,1.1,0
2026-09-17 00:57:00,0.104,1.023,2
2026-09-17 00:58:00,0.113,0.961,0
2026-09-17 00:59:00,0.123,0.83,0
