"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-09-13 13:00:00,0.637,0.94,0
2026-09-13 13:01:00,0.622,0.947,2
2026-09-13 13:02:00,0.603,0.932,0
2026-09-13 13:03:00,0.611,0.973,0
2026-09-13 13:04:00,0.55,0.84,2
2026-09-13 13:05:00,0.546,0.771,0
2026-09-13 13:06:00,0.528,0.73,0
2026-09-13 13:07:00,0.468,0.551,2
2026-09-13 13:08:00,0.452,0.523,2
2026-09-13 13:09:00,0.41,0.402,1
2026-09-13 13:10:00,0.381,0.338,2
2026-09-13 13:11:00,0.367,0.282,2
2026-09-13 13:12:00,0.357,0.214,1
2026-09-13 13:13:00,0.344,0.145,1
2026-09-13 13:14:00,0.35,0.172,2
2026-09-13 13:15:00,0.36,0.183,2
2026-09-13 13:16:00,0.374,0.116,1
2026-09-13 13:17:00,0.376,0.128,2
2026-09-13 13:18:00,0.374,0.135,2
2026-09-13 13:19:00,0.38,0.113,1
2026-09-13 13:20:00,0.39,0.117,1
2026-09-13 13:21:00,0.397,0.143,2
2026-09-13 13:22:00,0.461,0.315,1
2026-09-13 13:23:00,0.796,1.15,0
2026-09-13 13:24:00,9.129,15.611,0
2026-09-13 13:25:00,1.377,2.709,2
2026-09-13 13:26:00,1.122,2.089,2
2026-09-13 13:27:00,0.953,1.9,0
2026-09-13 13:28:00,0.929,1.851,2
2026-09-13 13:29:00,0.88,1.755,0
2026-09-13 13:30:00,0.827,1.599,0
2026-09-13 13:31:00,0.762,1.389,0
2026-09-13 13:32:00,0.691,1.184,0
2026-09-13 13:33:00,0.611,0.95,0
2026-09-13 13:34:00,0.528,0.72,0
2026-09-13 13:35:00,0.451,0.481,2
2026-09-13 13:36:00,0.402,0.285,1
2026-09-13 13:37:00,0.373,0.188,2
2026-09-13 13:38:00,0.34,0.063,2
2026-09-13 13:39:00,0.336,0.08,1
2026-09-13 13:40:00,0.328,0.108,1
2026-09-13 13:41:00,0.338,0.116,1
2026-09-13 13:42:00,0.334,0.152,2
2026-09-13 13:43:00,0.354,0.188,1
2026-09-13 13:44:00,0.347,0.21,1
2026-09-13 13:45:00,0.328,0.145,2
2026-09-13 13:46:00,0.318,0.095,2
2026-09-13 13:47:00,0.311,0.09,1
2026-09-13 13:48:00,0.287,0.052,2
2026-09-13 13:49:00,0.283,0.005,2
2026-09-13 13:50:00,0.267,-0.024,1
2026-09-13 13:51:00,0.266,-0.045,1
2026-09-13 13:52:00,0.252,-0.09,2
2026-09-13 13:53:00,0.265,-0.082,2
2026-09-13 13:54:00,0.265,-0.065,1
2026-09-13 13:55:00,0.252,-0.062,2
2026-09-13 13:56:00,0.263,-0.087,2
2026-09-13 13:57:00,0.236,-0.098,1
2026-09-13 13:58:00,0.215,-0.139,1
2026-09-13 13:59:00,0.218,-0.164,2
