"date (UTC)","NO2 (ppb)","Flag"
2026-06-13 23:00:00,3.558,0
2026-06-13 23:01:00,3.766,0
2026-06-13 23:02:00,3.892,0
2026-06-13 23:03:00,3.646,0
2026-06-13 23:04:00,3.695,0
2026-06-13 23:05:00,3.778,0
2026-06-13 23:06:00,3.741,0
2026-06-13 23:07:00,3.772,0
2026-06-13 23:08:00,3.795,0
2026-06-13 23:09:00,3.469,0
2026-06-13 23:10:00,3.634,0
2026-06-13 23:11:00,3.834,0
2026-06-13 23:12:00,3.621,0
2026-06-13 23:13:00,5.165,0
2026-06-13 23:14:00,6.28,0
2026-06-13 23:15:00,4.856,0
2026-06-13 23:16:00,4.942,0
2026-06-13 23:17:00,4.94,0
2026-06-13 23:18:00,5.098,0
2026-06-13 23:19:00,5.121,0
2026-06-13 23:20:00,5.142,0
2026-06-13 23:21:00,4.687,0
2026-06-13 23:22:00,4.651,0
2026-06-13 23:23:00,4.56,0
2026-06-13 23:24:00,4.604,0
2026-06-13 23:25:00,4.632,0
2026-06-13 23:26:00,4.602,0
2026-06-13 23:27:00,4.416,0
2026-06-13 23:28:00,4.02,0
2026-06-13 23:29:00,3.972,0
2026-06-13 23:30:00,4.175,0
2026-06-13 23:31:00,4.004,0
2026-06-13 23:32:00,3.939,0
2026-06-13 23:33:00,3.903,0
2026-06-13 23:34:00,3.903,0
2026-06-13 23:35:00,3.837,0
2026-06-13 23:36:00,3.904,0
2026-06-13 23:37:00,3.757,0
2026-06-13 23:38:00,3.584,0
2026-06-13 23:39:00,3.312,0
2026-06-13 23:40:00,3.113,0
2026-06-13 23:41:00,2.901,0
2026-06-13 23:42:00,3.081,0
2026-06-13 23:43:00,3.219,0
2026-06-13 23:44:00,2.846,0
2026-06-13 23:45:00,2.834,0
2026-06-13 23:46:00,2.83,0
2026-06-13 23:47:00,2.585,0
2026-06-13 23:48:00,2.642,0
2026-06-13 23:49:00,2.798,0
2026-06-13 23:50:00,2.546,0
2026-06-13 23:51:00,2.31,0
2026-06-13 23:52:00,2.304,0
2026-06-13 23:53:00,2.022,0
2026-06-13 23:54:00,1.917,0
2026-06-13 23:55:00,2.015,0
2026-06-13 23:56:00,1.78,0
2026-06-13 23:57:00,2.041,0
2026-06-13 23:58:00,1.9,0
2026-06-13 23:59:00,1.869,0
