"date (UTC)","NO2 (ppb)","Flag"
2026-06-08 16:00:00,1.676,0
2026-06-08 16:01:00,1.963,0
2026-06-08 16:02:00,2.104,0
2026-06-08 16:03:00,1.911,0
2026-06-08 16:04:00,1.951,0
2026-06-08 16:05:00,2.047,0
2026-06-08 16:06:00,2.143,0
2026-06-08 16:07:00,2.141,0
2026-06-08 16:08:00,2.314,0
2026-06-08 16:09:00,3.628,0
2026-06-08 16:10:00,5.172,0
2026-06-08 16:11:00,4.271,0
2026-06-08 16:12:00,2.493,0
2026-06-08 16:13:00,1.789,0
2026-06-08 16:14:00,1.947,0
2026-06-08 16:15:00,1.62,0
2026-06-08 16:16:00,1.756,0
2026-06-08 16:17:00,1.795,0
2026-06-08 16:18:00,1.574,0
2026-06-08 16:19:00,1.781,0
2026-06-08 16:20:00,1.747,0
2026-06-08 16:21:00,1.735,0
2026-06-08 16:22:00,1.969,0
2026-06-08 16:23:00,2.062,0
2026-06-08 16:24:00,2.546,0
2026-06-08 16:25:00,3.074,0
2026-06-08 16:26:00,2.849,0
2026-06-08 16:27:00,2.517,0
2026-06-08 16:28:00,2.431,0
2026-06-08 16:29:00,2.13,0
2026-06-08 16:30:00,2.193,0
2026-06-08 16:31:00,2.506,0
2026-06-08 16:32:00,2.618,0
2026-06-08 16:33:00,1.807,0
2026-06-08 16:34:00,1.376,0
2026-06-08 16:35:00,1.021,0
2026-06-08 16:36:00,3.508,0
2026-06-08 16:37:00,1.482,0
2026-06-08 16:38:00,1.279,0
2026-06-08 16:39:00,1.405,0
2026-06-08 16:40:00,1.569,0
2026-06-08 16:41:00,1.319,0
2026-06-08 16:42:00,1.424,0
2026-06-08 16:43:00,1.21,0
2026-06-08 16:44:00,1.091,0
2026-06-08 16:45:00,1.461,0
2026-06-08 16:46:00,1.659,0
2026-06-08 16:47:00,1.812,0
2026-06-08 16:48:00,1.412,0
2026-06-08 16:49:00,1.259,0
2026-06-08 16:50:00,1.338,0
2026-06-08 16:51:00,1.102,0
2026-06-08 16:52:00,1.099,0
2026-06-08 16:53:00,1.01,0
2026-06-08 16:54:00,1.01,0
2026-06-08 16:55:00,1.041,0
2026-06-08 16:56:00,1.127,0
2026-06-08 16:57:00,1.209,0
2026-06-08 16:58:00,1.075,0
2026-06-08 16:59:00,0.837,0
