"date (UTC)","NO2 (ppb)","Flag"
2026-06-29 17:00:00,1.794,0
2026-06-29 17:01:00,2.074,0
2026-06-29 17:02:00,1.737,0
2026-06-29 17:03:00,1.586,0
2026-06-29 17:04:00,1.778,0
2026-06-29 17:05:00,1.881,0
2026-06-29 17:06:00,1.74,0
2026-06-29 17:07:00,1.765,0
2026-06-29 17:08:00,1.848,0
2026-06-29 17:09:00,1.716,0
2026-06-29 17:10:00,1.864,0
2026-06-29 17:11:00,1.757,0
2026-06-29 17:12:00,1.695,0
2026-06-29 17:13:00,1.742,0
2026-06-29 17:14:00,1.832,0
2026-06-29 17:15:00,1.623,0
2026-06-29 17:16:00,1.645,0
2026-06-29 17:17:00,1.617,0
2026-06-29 17:18:00,1.333,0
2026-06-29 17:19:00,1.245,0
2026-06-29 17:20:00,1.364,0
2026-06-29 17:21:00,1.322,0
2026-06-29 17:22:00,1.702,0
2026-06-29 17:23:00,2.091,0
2026-06-29 17:24:00,2.091,0
2026-06-29 17:25:00,2.125,0
2026-06-29 17:26:00,1.9,0
2026-06-29 17:27:00,1.868,0
2026-06-29 17:28:00,1.792,0
2026-06-29 17:29:00,1.892,0
2026-06-29 17:30:00,1.772,0
2026-06-29 17:31:00,1.851,0
2026-06-29 17:32:00,1.761,0
2026-06-29 17:33:00,1.722,0
2026-06-29 17:34:00,1.745,0
2026-06-29 17:35:00,1.894,0
2026-06-29 17:36:00,1.737,0
2026-06-29 17:37:00,1.925,0
2026-06-29 17:38:00,1.925,0
2026-06-29 17:39:00,1.803,0
2026-06-29 17:40:00,2.185,0
2026-06-29 17:41:00,2.772,0
2026-06-29 17:42:00,3.225,0
2026-06-29 17:43:00,3.787,0
2026-06-29 17:44:00,2.667,0
2026-06-29 17:45:00,2.259,0
2026-06-29 17:46:00,3.799,0
2026-06-29 17:47:00,5.959,0
2026-06-29 17:48:00,3.306,0
2026-06-29 17:49:00,3.995,0
2026-06-29 17:50:00,3.963,0
2026-06-29 17:51:00,5.346,0
2026-06-29 17:52:00,3.503,0
2026-06-29 17:53:00,4.215,0
2026-06-29 17:54:00,4.216,0
2026-06-29 17:55:00,3.515,0
2026-06-29 17:56:00,3.016,0
2026-06-29 17:57:00,3.386,0
2026-06-29 17:58:00,4.436,0
2026-06-29 17:59:00,3.449,0
